{256265=>{:time=>"9:15", :open=>14326.35, :high=>14401.05, :low=>14322.45, :close=>14343.45}}
{256265=>{:time=>"9:30", :open=>14342.5, :high=>14353.3, :low=>14326.3, :close=>14350.95}}
{256265=>{:time=>"9:45", :open=>14350.25, :high=>14369.8, :low=>14332.15, :close=>14369.8}}
{256265=>{:time=>"10:0", :open=>14369.25, :high=>14397.05, :low=>14359.75, :close=>14392.25}}
{256265=>{:time=>"10:15", :open=>14392.9, :high=>14418.2, :low=>14380.75, :close=>14417.05}}
{256265=>{:time=>"10:30", :open=>14417.65, :high=>14425.3, :low=>14393.2, :close=>14401.4}}
{256265=>{:time=>"10:45", :open=>14400.9, :high=>14417.95, :low=>14386.15, :close=>14400.6}}
{256265=>{:time=>"11:0", :open=>14400.5, :high=>14451.05, :low=>14400.5, :close=>14449.95}}
{256265=>{:time=>"11:15", :open=>14449.2, :high=>14460.6, :low=>14442.85, :close=>14446.3}}
{256265=>{:time=>"11:30", :open=>14446.35, :high=>14456.5, :low=>14424.55, :close=>14436.6}}
{256265=>{:time=>"11:45", :open=>14436.4, :high=>14440.6, :low=>14414.75, :close=>14419.45}}
{256265=>{:time=>"12:0", :open=>14421.0, :high=>14439.45, :low=>14420.3, :close=>14429.2}}
{256265=>{:time=>"12:15", :open=>14429.05, :high=>14429.5, :low=>14372.55, :close=>14391.3}}
{256265=>{:time=>"12:30", :open=>14391.5, :high=>14417.85, :low=>14380.9, :close=>14413.6}}
{256265=>{:time=>"12:45", :open=>14416.1, :high=>14424.5, :low=>14381.55, :close=>14385.1}}
{256265=>{:time=>"13:0", :open=>14385.05, :high=>14410.2, :low=>14384.85, :close=>14397.0}}
{256265=>{:time=>"13:15", :open=>14396.7, :high=>14425.8, :low=>14393.0, :close=>14422.25}}
{256265=>{:time=>"13:30", :open=>14421.65, :high=>14422.4, :low=>14348.3, :close=>14367.0}}
{256265=>{:time=>"13:45", :open=>14367.05, :high=>14389.45, :low=>14348.25, :close=>14379.6}}
{256265=>{:time=>"14:0", :open=>14379.25, :high=>14390.75, :low=>14351.3, :close=>14351.45}}
{256265=>{:time=>"14:15", :open=>14351.05, :high=>14379.05, :low=>14312.55, :close=>14313.2}}
{256265=>{:time=>"14:30", :open=>14313.65, :high=>14325.55, :low=>14274.3, :close=>14282.15}}
{256265=>{:time=>"14:45", :open=>14281.05, :high=>14324.1, :low=>14274.2, :close=>14301.75}}
{256265=>{:time=>"15:0", :open=>14302.6, :high=>14359.05, :low=>14302.6, :close=>14341.3}}
