{256265=>{:time=>"9:15", :open=>14811.85, :high=>14811.85, :low=>14727.5, :close=>14727.6}}
{256265=>{:time=>"9:30", :open=>14727.4, :high=>14790.05, :low=>14724.4, :close=>14783.0}}
{256265=>{:time=>"9:45", :open=>14781.75, :high=>14785.5, :low=>14753.2, :close=>14761.3}}
{256265=>{:time=>"10:0", :open=>14762.0, :high=>14766.65, :low=>14741.1, :close=>14747.15}}
{256265=>{:time=>"10:15", :open=>14747.2, :high=>14756.85, :low=>14717.35, :close=>14734.9}}
{256265=>{:time=>"10:30", :open=>14734.0, :high=>14739.95, :low=>14703.8, :close=>14719.0}}
{256265=>{:time=>"10:45", :open=>14719.15, :high=>14738.35, :low=>14711.8, :close=>14721.7}}
{256265=>{:time=>"11:0", :open=>14722.5, :high=>14745.8, :low=>14711.1, :close=>14740.4}}
{256265=>{:time=>"11:15", :open=>14741.35, :high=>14754.55, :low=>14730.65, :close=>14737.25}}
{256265=>{:time=>"11:30", :open=>14738.1, :high=>14738.75, :low=>14713.35, :close=>14730.95}}
{256265=>{:time=>"11:45", :open=>14731.25, :high=>14738.5, :low=>14715.25, :close=>14722.25}}
{256265=>{:time=>"12:0", :open=>14722.65, :high=>14743.05, :low=>14718.7, :close=>14734.9}}
{256265=>{:time=>"12:15", :open=>14734.65, :high=>14749.2, :low=>14726.45, :close=>14730.25}}
{256265=>{:time=>"12:30", :open=>14730.5, :high=>14748.65, :low=>14727.25, :close=>14745.55}}
{256265=>{:time=>"12:45", :open=>14745.55, :high=>14752.3, :low=>14730.5, :close=>14743.65}}
{256265=>{:time=>"13:0", :open=>14744.15, :high=>14776.0, :low=>14735.0, :close=>14746.4}}
{256265=>{:time=>"13:15", :open=>14747.65, :high=>14757.7, :low=>14692.0, :close=>14699.8}}
{256265=>{:time=>"13:30", :open=>14700.5, :high=>14729.75, :low=>14693.65, :close=>14727.8}}
{256265=>{:time=>"13:45", :open=>14727.4, :high=>14736.5, :low=>14710.85, :close=>14733.7}}
{256265=>{:time=>"14:0", :open=>14733.75, :high=>14746.15, :low=>14725.25, :close=>14740.6}}
{256265=>{:time=>"14:15", :open=>14740.25, :high=>14749.8, :low=>14702.15, :close=>14702.7}}
{256265=>{:time=>"14:30", :open=>14702.7, :high=>14720.55, :low=>14697.55, :close=>14710.4}}
{256265=>{:time=>"14:45", :open=>14709.7, :high=>14729.75, :low=>14706.1, :close=>14726.85}}
{256265=>{:time=>"15:0", :open=>14726.3, :high=>14726.9, :low=>14670.65, :close=>14694.3}}
