{256265=>{:time=>"9:15", :open=>14473.8, :high=>14490.05, :low=>14435.95, :close=>14489.65}}
{256265=>{:time=>"9:30", :open=>14489.35, :high=>14497.7, :low=>14481.8, :close=>14497.55}}
{256265=>{:time=>"9:45", :open=>14496.35, :high=>14499.6, :low=>14466.65, :close=>14471.9}}
{256265=>{:time=>"10:0", :open=>14472.7, :high=>14486.15, :low=>14458.25, :close=>14459.1}}
{256265=>{:time=>"10:15", :open=>14458.4, :high=>14473.65, :low=>14450.6, :close=>14473.4}}
{256265=>{:time=>"10:30", :open=>14473.25, :high=>14489.05, :low=>14470.85, :close=>14488.4}}
{256265=>{:time=>"10:45", :open=>14488.7, :high=>14488.7, :low=>14469.45, :close=>14471.1}}
{256265=>{:time=>"11:0", :open=>14470.8, :high=>14494.2, :low=>14460.6, :close=>14494.2}}
{256265=>{:time=>"11:15", :open=>14494.05, :high=>14509.95, :low=>14493.25, :close=>14496.3}}
{256265=>{:time=>"11:30", :open=>14495.7, :high=>14500.75, :low=>14490.7, :close=>14494.25}}
{256265=>{:time=>"11:45", :open=>14494.9, :high=>14496.3, :low=>14485.0, :close=>14491.2}}
{256265=>{:time=>"12:0", :open=>14491.0, :high=>14525.45, :low=>14490.1, :close=>14516.55}}
{256265=>{:time=>"12:15", :open=>14517.5, :high=>14521.5, :low=>14511.7, :close=>14519.75}}
{256265=>{:time=>"12:30", :open=>14520.0, :high=>14540.35, :low=>14514.1, :close=>14537.7}}
{256265=>{:time=>"12:45", :open=>14537.9, :high=>14542.05, :low=>14525.15, :close=>14527.55}}
{256265=>{:time=>"13:0", :open=>14527.4, :high=>14550.55, :low=>14527.4, :close=>14548.0}}
{256265=>{:time=>"13:15", :open=>14547.95, :high=>14562.65, :low=>14544.35, :close=>14550.1}}
{256265=>{:time=>"13:30", :open=>14550.65, :high=>14578.85, :low=>14550.2, :close=>14577.3}}
{256265=>{:time=>"13:45", :open=>14578.25, :high=>14580.65, :low=>14544.45, :close=>14565.65}}
{256265=>{:time=>"14:0", :open=>14565.4, :high=>14574.95, :low=>14557.5, :close=>14570.1}}
{256265=>{:time=>"14:15", :open=>14569.9, :high=>14580.4, :low=>14561.0, :close=>14576.7}}
{256265=>{:time=>"14:30", :open=>14577.3, :high=>14589.9, :low=>14562.25, :close=>14581.0}}
{256265=>{:time=>"14:45", :open=>14580.85, :high=>14585.65, :low=>14556.8, :close=>14561.1}}
{256265=>{:time=>"15:0", :open=>14560.9, :high=>14574.0, :low=>14560.9, :close=>14569.6}}
