{260105=>{:time=>"9:15", :open=>33901.6, :high=>34284.85, :low=>33901.6, :close=>34185.3}}
{260105=>{:time=>"9:30", :open=>34183.4, :high=>34247.05, :low=>34092.1, :close=>34092.1}}
{260105=>{:time=>"9:45", :open=>34092.65, :high=>34135.7, :low=>33480.25, :close=>33611.5}}
{260105=>{:time=>"10:0", :open=>33614.15, :high=>33809.2, :low=>33459.25, :close=>33655.7}}
{260105=>{:time=>"10:15", :open=>33655.75, :high=>33728.3, :low=>33538.2, :close=>33655.9}}
{260105=>{:time=>"10:30", :open=>33654.7, :high=>33699.95, :low=>33482.5, :close=>33534.85}}
{260105=>{:time=>"10:45", :open=>33534.55, :high=>33558.1, :low=>33329.15, :close=>33395.65}}
{260105=>{:time=>"11:0", :open=>33391.3, :high=>33434.75, :low=>33310.8, :close=>33398.5}}
{260105=>{:time=>"11:15", :open=>33397.5, :high=>33715.6, :low=>33376.0, :close=>33625.35}}
{260105=>{:time=>"11:30", :open=>33626.15, :high=>33659.35, :low=>33519.6, :close=>33637.8}}
{260105=>{:time=>"11:45", :open=>33636.8, :high=>33748.45, :low=>33612.25, :close=>33625.85}}
{260105=>{:time=>"12:0", :open=>33622.75, :high=>33729.95, :low=>33582.35, :close=>33719.9}}
{260105=>{:time=>"12:15", :open=>33719.45, :high=>33746.4, :low=>33644.65, :close=>33695.05}}
{260105=>{:time=>"12:30", :open=>33696.25, :high=>33704.4, :low=>33613.8, :close=>33682.45}}
{260105=>{:time=>"12:45", :open=>33682.6, :high=>33886.1, :low=>33660.35, :close=>33862.2}}
{260105=>{:time=>"13:0", :open=>33860.3, :high=>33957.65, :low=>33725.1, :close=>33803.55}}
{260105=>{:time=>"13:15", :open=>33806.25, :high=>33913.55, :low=>33804.8, :close=>33887.45}}
{260105=>{:time=>"13:30", :open=>33886.65, :high=>33920.45, :low=>33848.5, :close=>33848.5}}
{260105=>{:time=>"13:45", :open=>33826.35, :high=>33847.2, :low=>33572.05, :close=>33595.85}}
{260105=>{:time=>"14:0", :open=>33583.5, :high=>33687.7, :low=>33494.75, :close=>33667.65}}
{260105=>{:time=>"14:15", :open=>33664.6, :high=>33790.4, :low=>33619.9, :close=>33753.1}}
{260105=>{:time=>"14:30", :open=>33756.25, :high=>33832.55, :low=>33700.55, :close=>33802.35}}
{260105=>{:time=>"14:45", :open=>33800.95, :high=>33828.95, :low=>33654.85, :close=>33748.3}}
{260105=>{:time=>"15:0", :open=>33741.55, :high=>33794.2, :low=>33705.2, :close=>33714.1}}
