{260105=>{:time=>"9:15", :open=>33589.05, :high=>34258.65, :low=>33589.05, :close=>34246.8}}
{260105=>{:time=>"9:30", :open=>34244.85, :high=>34643.45, :low=>34201.35, :close=>34381.95}}
{260105=>{:time=>"9:45", :open=>34373.1, :high=>34519.7, :low=>34267.75, :close=>34500.05}}
{260105=>{:time=>"10:0", :open=>34505.55, :high=>34520.65, :low=>34294.9, :close=>34314.0}}
{260105=>{:time=>"10:15", :open=>34314.4, :high=>34350.75, :low=>33880.15, :close=>34045.6}}
{260105=>{:time=>"10:30", :open=>34037.95, :high=>34138.3, :low=>33848.85, :close=>33870.2}}
{260105=>{:time=>"10:45", :open=>33869.35, :high=>34100.0, :low=>33788.8, :close=>34093.8}}
{260105=>{:time=>"11:0", :open=>34092.0, :high=>34184.65, :low=>34032.0, :close=>34104.55}}
{260105=>{:time=>"11:15", :open=>34110.2, :high=>34153.35, :low=>33974.1, :close=>33979.95}}
{260105=>{:time=>"11:30", :open=>33974.45, :high=>34032.35, :low=>33817.9, :close=>33878.3}}
{260105=>{:time=>"11:45", :open=>33866.4, :high=>33872.1, :low=>33700.1, :close=>33783.7}}
{260105=>{:time=>"12:0", :open=>33782.7, :high=>34073.3, :low=>33730.2, :close=>34064.6}}
{260105=>{:time=>"12:15", :open=>34065.5, :high=>34068.15, :low=>33916.4, :close=>33994.25}}
{260105=>{:time=>"12:30", :open=>33995.4, :high=>34051.8, :low=>33883.6, :close=>33901.85}}
{260105=>{:time=>"12:45", :open=>33890.9, :high=>33950.75, :low=>33839.05, :close=>33932.2}}
{260105=>{:time=>"13:0", :open=>33930.6, :high=>34212.25, :low=>33909.7, :close=>34126.0}}
{260105=>{:time=>"13:15", :open=>34129.3, :high=>34152.5, :low=>34024.05, :close=>34098.3}}
{260105=>{:time=>"13:30", :open=>34100.2, :high=>34246.6, :low=>34038.15, :close=>34161.6}}
{260105=>{:time=>"13:45", :open=>34161.4, :high=>34232.75, :low=>33952.85, :close=>34109.05}}
{260105=>{:time=>"14:0", :open=>34109.8, :high=>34306.75, :low=>34109.8, :close=>34296.2}}
{260105=>{:time=>"14:15", :open=>34297.65, :high=>34429.1, :low=>34257.45, :close=>34361.2}}
{260105=>{:time=>"14:30", :open=>34360.65, :high=>34390.0, :low=>34303.75, :close=>34329.8}}
{260105=>{:time=>"14:45", :open=>34334.75, :high=>34334.75, :low=>34136.75, :close=>34289.7}}
{260105=>{:time=>"15:0", :open=>34293.15, :high=>34343.6, :low=>34186.05, :close=>34228.5}}
