{256265=>{:time=>"9:0", :open=>15202.15, :high=>15202.15, :low=>15202.15, :close=>15202.15}}
{256265=>{:time=>"9:15", :open=>15202.15, :high=>15216.75, :low=>15167.75, :close=>15172.0}}
{256265=>{:time=>"9:30", :open=>15171.05, :high=>15186.7, :low=>15162.4, :close=>15179.05}}
{256265=>{:time=>"9:45", :open=>15179.1, :high=>15199.9, :low=>15165.5, :close=>15175.7}}
{256265=>{:time=>"10:0", :open=>15176.65, :high=>15191.65, :low=>15174.8, :close=>15191.65}}
{256265=>{:time=>"10:15", :open=>15191.9, :high=>15192.95, :low=>15171.9, :close=>15171.9}}
{256265=>{:time=>"10:30", :open=>15171.5, :high=>15173.25, :low=>15140.7, :close=>15145.1}}
{256265=>{:time=>"10:45", :open=>15145.0, :high=>15165.8, :low=>15137.85, :close=>15141.65}}
{256265=>{:time=>"11:0", :open=>15142.35, :high=>15157.45, :low=>15139.15, :close=>15150.7}}
{256265=>{:time=>"11:15", :open=>15150.15, :high=>15154.4, :low=>15133.15, :close=>15147.55}}
{256265=>{:time=>"11:30", :open=>15146.6, :high=>15156.9, :low=>15126.9, :close=>15130.85}}
{256265=>{:time=>"11:45", :open=>15131.05, :high=>15148.25, :low=>15128.8, :close=>15143.9}}
{256265=>{:time=>"12:0", :open=>15144.4, :high=>15149.8, :low=>15108.95, :close=>15121.85}}
{256265=>{:time=>"12:15", :open=>15121.55, :high=>15135.5, :low=>15101.5, :close=>15132.0}}
{256265=>{:time=>"12:30", :open=>15132.45, :high=>15151.45, :low=>15125.25, :close=>15150.05}}
{256265=>{:time=>"12:45", :open=>15151.55, :high=>15163.35, :low=>15134.05, :close=>15156.2}}
{256265=>{:time=>"13:0", :open=>15156.9, :high=>15167.05, :low=>15149.6, :close=>15163.95}}
{256265=>{:time=>"13:15", :open=>15163.55, :high=>15176.05, :low=>15150.4, :close=>15157.45}}
{256265=>{:time=>"13:30", :open=>15157.35, :high=>15160.45, :low=>15129.1, :close=>15152.95}}
{256265=>{:time=>"13:45", :open=>15154.3, :high=>15168.15, :low=>15149.2, :close=>15152.4}}
{256265=>{:time=>"14:0", :open=>15152.3, :high=>15184.0, :low=>15148.85, :close=>15180.6}}
{256265=>{:time=>"14:15", :open=>15180.75, :high=>15194.15, :low=>15174.25, :close=>15184.45}}
{256265=>{:time=>"14:30", :open=>15184.5, :high=>15191.6, :low=>15172.95, :close=>15186.05}}
{256265=>{:time=>"14:45", :open=>15185.95, :high=>15186.3, :low=>15151.0, :close=>15159.7}}
{256265=>{:time=>"15:0", :open=>15160.2, :high=>15181.05, :low=>15160.2, :close=>15176.25}}
