{260105=>{:time=>"9:15", :open=>32529.7, :high=>32561.0, :low=>32158.45, :close=>32543.35}}
{260105=>{:time=>"9:30", :open=>32541.4, :high=>32675.05, :low=>32500.5, :close=>32670.6}}
{260105=>{:time=>"9:45", :open=>32672.05, :high=>32749.5, :low=>32643.65, :close=>32703.05}}
{260105=>{:time=>"10:0", :open=>32698.3, :high=>32890.15, :low=>32632.75, :close=>32755.1}}
{260105=>{:time=>"10:15", :open=>32754.6, :high=>32769.7, :low=>32523.7, :close=>32660.15}}
{260105=>{:time=>"10:30", :open=>32660.05, :high=>32688.6, :low=>32576.0, :close=>32590.3}}
{260105=>{:time=>"10:45", :open=>32593.35, :high=>32816.45, :low=>32555.4, :close=>32810.3}}
{260105=>{:time=>"11:0", :open=>32807.15, :high=>32956.05, :low=>32807.15, :close=>32931.9}}
{260105=>{:time=>"11:15", :open=>32936.8, :high=>33000.15, :low=>32869.95, :close=>32953.4}}
{260105=>{:time=>"11:30", :open=>32952.3, :high=>32987.25, :low=>32927.8, :close=>32957.6}}
{260105=>{:time=>"11:45", :open=>32958.5, :high=>32967.85, :low=>32873.95, :close=>32937.0}}
{260105=>{:time=>"12:0", :open=>32935.85, :high=>33091.25, :low=>32906.35, :close=>33072.85}}
{260105=>{:time=>"12:15", :open=>33074.4, :high=>33075.9, :low=>33012.25, :close=>33060.65}}
{260105=>{:time=>"12:30", :open=>33062.55, :high=>33103.5, :low=>33040.1, :close=>33081.45}}
{260105=>{:time=>"12:45", :open=>33080.9, :high=>33165.9, :low=>33021.1, :close=>33149.0}}
{260105=>{:time=>"13:0", :open=>33149.9, :high=>33190.3, :low=>33126.35, :close=>33159.4}}
{260105=>{:time=>"13:15", :open=>33161.45, :high=>33166.05, :low=>32923.2, :close=>33007.3}}
{260105=>{:time=>"13:30", :open=>33007.3, :high=>33040.2, :low=>32876.2, :close=>32878.3}}
{260105=>{:time=>"13:45", :open=>32877.85, :high=>33020.35, :low=>32875.85, :close=>33018.7}}
{260105=>{:time=>"14:0", :open=>33017.25, :high=>33044.0, :low=>32966.15, :close=>33009.15}}
{260105=>{:time=>"14:15", :open=>33012.95, :high=>33040.75, :low=>32975.75, :close=>33019.5}}
{260105=>{:time=>"14:30", :open=>33017.5, :high=>33088.8, :low=>33005.05, :close=>33008.4}}
{260105=>{:time=>"14:45", :open=>33009.45, :high=>33009.45, :low=>32945.2, :close=>32945.2}}
{260105=>{:time=>"15:0", :open=>32945.85, :high=>33034.3, :low=>32922.5, :close=>33007.8}}
