{256265=>{:time=>"9:15", :open=>14583.4, :high=>14611.3, :low=>14537.65, :close=>14538.45}}
{256265=>{:time=>"9:30", :open=>14540.4, :high=>14593.2, :low=>14519.3, :close=>14590.2}}
{256265=>{:time=>"9:45", :open=>14590.6, :high=>14612.25, :low=>14584.0, :close=>14592.0}}
{256265=>{:time=>"10:0", :open=>14591.45, :high=>14600.45, :low=>14565.3, :close=>14600.4}}
{256265=>{:time=>"10:15", :open=>14601.25, :high=>14619.6, :low=>14542.6, :close=>14571.65}}
{256265=>{:time=>"10:30", :open=>14571.25, :high=>14589.75, :low=>14563.05, :close=>14568.55}}
{256265=>{:time=>"10:45", :open=>14567.4, :high=>14574.25, :low=>14534.35, :close=>14536.1}}
{256265=>{:time=>"11:0", :open=>14535.6, :high=>14541.1, :low=>14486.25, :close=>14498.35}}
{256265=>{:time=>"11:15", :open=>14499.35, :high=>14505.6, :low=>14453.95, :close=>14501.1}}
{256265=>{:time=>"11:30", :open=>14501.25, :high=>14527.1, :low=>14480.2, :close=>14499.7}}
{256265=>{:time=>"11:45", :open=>14498.7, :high=>14536.9, :low=>14488.6, :close=>14536.65}}
{256265=>{:time=>"12:0", :open=>14535.05, :high=>14535.05, :low=>14479.3, :close=>14502.95}}
{256265=>{:time=>"12:15", :open=>14503.25, :high=>14513.45, :low=>14484.05, :close=>14490.9}}
{256265=>{:time=>"12:30", :open=>14490.75, :high=>14498.75, :low=>14449.05, :close=>14456.1}}
{256265=>{:time=>"12:45", :open=>14456.35, :high=>14482.6, :low=>14420.9, :close=>14431.7}}
{256265=>{:time=>"13:0", :open=>14429.1, :high=>14438.2, :low=>14401.55, :close=>14401.55}}
{256265=>{:time=>"13:15", :open=>14401.25, :high=>14450.8, :low=>14393.3, :close=>14442.25}}
{256265=>{:time=>"13:30", :open=>14442.35, :high=>14443.6, :low=>14380.3, :close=>14402.45}}
{256265=>{:time=>"13:45", :open=>14401.9, :high=>14425.35, :low=>14371.4, :close=>14372.4}}
{256265=>{:time=>"14:0", :open=>14372.0, :high=>14442.0, :low=>14372.0, :close=>14403.1}}
{256265=>{:time=>"14:15", :open=>14402.1, :high=>14467.2, :low=>14392.4, :close=>14457.4}}
{256265=>{:time=>"14:30", :open=>14456.9, :high=>14486.35, :low=>14410.3, :close=>14433.55}}
{256265=>{:time=>"14:45", :open=>14433.75, :high=>14448.15, :low=>14420.3, :close=>14431.0}}
{256265=>{:time=>"15:0", :open=>14430.8, :high=>14431.65, :low=>14359.9, :close=>14363.55}}
