{260105=>{:time=>"9:15", :open=>35736.6, :high=>35903.5, :low=>35735.15, :close=>35745.3}}
{260105=>{:time=>"9:30", :open=>35749.8, :high=>35811.9, :low=>35702.1, :close=>35782.15}}
{260105=>{:time=>"9:45", :open=>35782.05, :high=>35855.45, :low=>35750.35, :close=>35799.15}}
{260105=>{:time=>"10:0", :open=>35785.85, :high=>35893.85, :low=>35751.75, :close=>35855.95}}
{260105=>{:time=>"10:15", :open=>35856.6, :high=>35890.05, :low=>35821.0, :close=>35875.7}}
{260105=>{:time=>"10:30", :open=>35877.6, :high=>36042.3, :low=>35866.0, :close=>36009.7}}
{260105=>{:time=>"10:45", :open=>36009.75, :high=>36118.95, :low=>36009.7, :close=>36111.25}}
{260105=>{:time=>"11:0", :open=>36115.0, :high=>36166.0, :low=>36078.35, :close=>36136.7}}
{260105=>{:time=>"11:15", :open=>36143.55, :high=>36205.15, :low=>36094.1, :close=>36157.6}}
{260105=>{:time=>"11:30", :open=>36155.65, :high=>36180.25, :low=>36097.0, :close=>36123.45}}
{260105=>{:time=>"11:45", :open=>36121.6, :high=>36161.2, :low=>36081.3, :close=>36087.85}}
{260105=>{:time=>"12:0", :open=>36086.6, :high=>36132.75, :low=>36027.35, :close=>36052.9}}
{260105=>{:time=>"12:15", :open=>36050.2, :high=>36121.85, :low=>36050.2, :close=>36111.3}}
{260105=>{:time=>"12:30", :open=>36109.9, :high=>36169.6, :low=>36093.0, :close=>36118.4}}
{260105=>{:time=>"12:45", :open=>36121.5, :high=>36243.9, :low=>36110.4, :close=>36241.55}}
{260105=>{:time=>"13:0", :open=>36238.35, :high=>36311.65, :low=>36227.0, :close=>36290.85}}
{260105=>{:time=>"13:15", :open=>36291.85, :high=>36322.0, :low=>36220.15, :close=>36240.35}}
{260105=>{:time=>"13:30", :open=>36244.45, :high=>36258.25, :low=>36108.05, :close=>36155.8}}
{260105=>{:time=>"13:45", :open=>36157.7, :high=>36194.15, :low=>36047.25, :close=>36056.2}}
{260105=>{:time=>"14:0", :open=>36053.4, :high=>36098.2, :low=>35931.2, :close=>36008.3}}
{260105=>{:time=>"14:15", :open=>36010.7, :high=>36123.85, :low=>35991.0, :close=>36065.85}}
{260105=>{:time=>"14:30", :open=>36059.45, :high=>36122.1, :low=>36030.15, :close=>36059.15}}
{260105=>{:time=>"14:45", :open=>36060.2, :high=>36110.75, :low=>36025.3, :close=>36065.0}}
{260105=>{:time=>"15:0", :open=>36069.9, :high=>36101.0, :low=>36056.05, :close=>36093.85}}
