{256265=>{:time=>"9:15", :open=>14477.8, :high=>14490.1, :low=>14437.35, :close=>14449.25}}
{256265=>{:time=>"9:30", :open=>14448.55, :high=>14467.45, :low=>14301.35, :close=>14318.55}}
{256265=>{:time=>"9:45", :open=>14317.8, :high=>14363.65, :low=>14261.05, :close=>14337.7}}
{256265=>{:time=>"10:0", :open=>14338.5, :high=>14404.3, :low=>14327.1, :close=>14376.85}}
{256265=>{:time=>"10:15", :open=>14376.45, :high=>14420.9, :low=>14376.45, :close=>14401.35}}
{256265=>{:time=>"10:30", :open=>14401.45, :high=>14438.55, :low=>14365.55, :close=>14373.3}}
{256265=>{:time=>"10:45", :open=>14373.2, :high=>14400.25, :low=>14353.3, :close=>14388.55}}
{256265=>{:time=>"11:0", :open=>14388.6, :high=>14416.1, :low=>14384.8, :close=>14411.15}}
{256265=>{:time=>"11:15", :open=>14411.6, :high=>14413.6, :low=>14348.95, :close=>14368.9}}
{256265=>{:time=>"11:30", :open=>14368.8, :high=>14383.1, :low=>14348.45, :close=>14354.2}}
{256265=>{:time=>"11:45", :open=>14354.55, :high=>14358.8, :low=>14327.15, :close=>14330.5}}
{256265=>{:time=>"12:0", :open=>14330.65, :high=>14366.85, :low=>14323.85, :close=>14356.15}}
{256265=>{:time=>"12:15", :open=>14356.45, :high=>14378.0, :low=>14344.4, :close=>14354.8}}
{256265=>{:time=>"12:30", :open=>14354.8, :high=>14395.2, :low=>14354.8, :close=>14380.7}}
{256265=>{:time=>"12:45", :open=>14382.35, :high=>14392.05, :low=>14363.25, :close=>14386.65}}
{256265=>{:time=>"13:0", :open=>14386.9, :high=>14402.2, :low=>14372.5, :close=>14400.05}}
{256265=>{:time=>"13:15", :open=>14399.45, :high=>14413.0, :low=>14374.95, :close=>14400.7}}
{256265=>{:time=>"13:30", :open=>14400.65, :high=>14400.8, :low=>14354.3, :close=>14356.1}}
{256265=>{:time=>"13:45", :open=>14355.5, :high=>14370.55, :low=>14339.3, :close=>14359.3}}
{256265=>{:time=>"14:0", :open=>14359.5, :high=>14377.3, :low=>14283.75, :close=>14316.7}}
{256265=>{:time=>"14:15", :open=>14316.7, :high=>14322.75, :low=>14272.25, :close=>14275.45}}
{256265=>{:time=>"14:30", :open=>14275.95, :high=>14308.5, :low=>14260.15, :close=>14296.45}}
{256265=>{:time=>"14:45", :open=>14296.7, :high=>14305.15, :low=>14263.6, :close=>14267.8}}
{256265=>{:time=>"15:0", :open=>14267.4, :high=>14277.55, :low=>14224.4, :close=>14238.15}}
