{256265=>{:time=>"9:15", :open=>14816.85, :high=>14853.85, :low=>14816.85, :close=>14852.25}}
{256265=>{:time=>"9:30", :open=>14852.0, :high=>14862.6, :low=>14845.7, :close=>14856.45}}
{256265=>{:time=>"9:45", :open=>14855.6, :high=>14857.7, :low=>14823.3, :close=>14828.6}}
{256265=>{:time=>"10:0", :open=>14828.85, :high=>14845.65, :low=>14823.4, :close=>14832.85}}
{256265=>{:time=>"10:15", :open=>14834.1, :high=>14839.05, :low=>14815.05, :close=>14823.15}}
{256265=>{:time=>"10:30", :open=>14822.6, :high=>14841.3, :low=>14805.35, :close=>14807.65}}
{256265=>{:time=>"10:45", :open=>14805.9, :high=>14817.6, :low=>14791.1, :close=>14816.9}}
{256265=>{:time=>"11:0", :open=>14816.75, :high=>14822.1, :low=>14806.55, :close=>14811.45}}
{256265=>{:time=>"11:15", :open=>14811.55, :high=>14830.5, :low=>14804.95, :close=>14828.95}}
{256265=>{:time=>"11:30", :open=>14828.55, :high=>14836.5, :low=>14818.8, :close=>14825.85}}
{256265=>{:time=>"11:45", :open=>14825.5, :high=>14831.2, :low=>14815.45, :close=>14823.9}}
{256265=>{:time=>"12:0", :open=>14824.0, :high=>14824.0, :low=>14776.65, :close=>14792.75}}
{256265=>{:time=>"12:15", :open=>14791.05, :high=>14794.0, :low=>14772.9, :close=>14791.7}}
{256265=>{:time=>"12:30", :open=>14792.15, :high=>14807.75, :low=>14783.95, :close=>14806.0}}
{256265=>{:time=>"12:45", :open=>14805.75, :high=>14811.2, :low=>14793.4, :close=>14797.4}}
{256265=>{:time=>"13:0", :open=>14796.1, :high=>14801.1, :low=>14777.05, :close=>14777.6}}
{256265=>{:time=>"13:15", :open=>14778.05, :high=>14797.95, :low=>14765.95, :close=>14785.65}}
{256265=>{:time=>"13:30", :open=>14785.65, :high=>14804.85, :low=>14780.15, :close=>14800.7}}
{256265=>{:time=>"13:45", :open=>14800.55, :high=>14830.75, :low=>14797.7, :close=>14824.0}}
{256265=>{:time=>"14:0", :open=>14823.9, :high=>14837.55, :low=>14798.95, :close=>14833.8}}
{256265=>{:time=>"14:15", :open=>14834.0, :high=>14839.25, :low=>14819.65, :close=>14821.45}}
{256265=>{:time=>"14:30", :open=>14821.55, :high=>14836.5, :low=>14815.85, :close=>14834.65}}
{256265=>{:time=>"14:45", :open=>14834.7, :high=>14852.0, :low=>14832.35, :close=>14838.8}}
{256265=>{:time=>"15:0", :open=>14839.1, :high=>14843.6, :low=>14827.1, :close=>14827.8}}
