{256265=>{:time=>"9:15", :open=>14747.35, :high=>14820.35, :low=>14734.2, :close=>14805.85}}
{256265=>{:time=>"9:30", :open=>14805.1, :high=>14855.3, :low=>14805.1, :close=>14831.5}}
{256265=>{:time=>"9:45", :open=>14832.2, :high=>14849.2, :low=>14819.0, :close=>14838.9}}
{256265=>{:time=>"10:0", :open=>14839.65, :high=>14852.3, :low=>14780.2, :close=>14804.0}}
{256265=>{:time=>"10:15", :open=>14803.8, :high=>14823.75, :low=>14789.5, :close=>14823.75}}
{256265=>{:time=>"10:30", :open=>14823.1, :high=>14827.45, :low=>14788.9, :close=>14804.65}}
{256265=>{:time=>"10:45", :open=>14804.6, :high=>14824.65, :low=>14804.55, :close=>14819.35}}
{256265=>{:time=>"11:0", :open=>14818.85, :high=>14822.05, :low=>14804.35, :close=>14811.1}}
{256265=>{:time=>"11:15", :open=>14811.55, :high=>14822.05, :low=>14790.55, :close=>14794.45}}
{256265=>{:time=>"11:30", :open=>14794.55, :high=>14806.0, :low=>14767.8, :close=>14771.35}}
{256265=>{:time=>"11:45", :open=>14771.5, :high=>14797.3, :low=>14768.95, :close=>14785.65}}
{256265=>{:time=>"12:0", :open=>14785.85, :high=>14805.3, :low=>14784.0, :close=>14784.25}}
{256265=>{:time=>"12:15", :open=>14784.9, :high=>14811.9, :low=>14783.55, :close=>14804.75}}
{256265=>{:time=>"12:30", :open=>14804.95, :high=>14817.75, :low=>14796.15, :close=>14813.2}}
{256265=>{:time=>"12:45", :open=>14812.85, :high=>14818.65, :low=>14788.6, :close=>14803.2}}
{256265=>{:time=>"13:0", :open=>14803.5, :high=>14804.5, :low=>14753.25, :close=>14761.8}}
{256265=>{:time=>"13:15", :open=>14761.65, :high=>14778.9, :low=>14753.75, :close=>14760.5}}
{256265=>{:time=>"13:30", :open=>14761.35, :high=>14770.95, :low=>14724.7, :close=>14728.45}}
{256265=>{:time=>"13:45", :open=>14728.9, :high=>14747.0, :low=>14706.6, :close=>14743.65}}
{256265=>{:time=>"14:0", :open=>14742.8, :high=>14744.15, :low=>14675.05, :close=>14699.6}}
{256265=>{:time=>"14:15", :open=>14700.35, :high=>14712.65, :low=>14674.0, :close=>14696.55}}
{256265=>{:time=>"14:30", :open=>14697.55, :high=>14724.4, :low=>14688.75, :close=>14709.1}}
{256265=>{:time=>"14:45", :open=>14709.15, :high=>14713.55, :low=>14683.3, :close=>14697.35}}
{256265=>{:time=>"15:0", :open=>14697.65, :high=>14697.65, :low=>14625.1, :close=>14631.2}}
