{260105=>{:time=>"9:15", :open=>33588.0, :high=>33588.75, :low=>33372.5, :close=>33407.75}}
{260105=>{:time=>"9:30", :open=>33409.45, :high=>33463.45, :low=>33339.4, :close=>33354.6}}
{260105=>{:time=>"9:45", :open=>33352.1, :high=>33430.0, :low=>33314.05, :close=>33412.85}}
{260105=>{:time=>"10:0", :open=>33412.85, :high=>33443.3, :low=>33373.7, :close=>33375.65}}
{260105=>{:time=>"10:15", :open=>33375.35, :high=>33449.2, :low=>33374.1, :close=>33399.0}}
{260105=>{:time=>"10:30", :open=>33397.95, :high=>33403.7, :low=>33316.8, :close=>33348.75}}
{260105=>{:time=>"10:45", :open=>33349.75, :high=>33349.75, :low=>33210.75, :close=>33253.35}}
{260105=>{:time=>"11:0", :open=>33254.7, :high=>33322.85, :low=>33214.8, :close=>33309.55}}
{260105=>{:time=>"11:15", :open=>33311.45, :high=>33331.3, :low=>33237.85, :close=>33264.05}}
{260105=>{:time=>"11:30", :open=>33263.4, :high=>33317.5, :low=>33256.7, :close=>33289.55}}
{260105=>{:time=>"11:45", :open=>33289.3, :high=>33380.55, :low=>33274.45, :close=>33327.95}}
{260105=>{:time=>"12:0", :open=>33328.9, :high=>33377.7, :low=>33305.2, :close=>33339.15}}
{260105=>{:time=>"12:15", :open=>33341.05, :high=>33346.1, :low=>33250.05, :close=>33317.0}}
{260105=>{:time=>"12:30", :open=>33317.2, :high=>33338.0, :low=>33298.4, :close=>33334.45}}
{260105=>{:time=>"12:45", :open=>33336.75, :high=>33371.95, :low=>33255.45, :close=>33361.95}}
{260105=>{:time=>"13:0", :open=>33361.4, :high=>33465.9, :low=>33358.9, :close=>33455.75}}
{260105=>{:time=>"13:15", :open=>33461.8, :high=>33579.95, :low=>33461.8, :close=>33518.5}}
{260105=>{:time=>"13:30", :open=>33515.7, :high=>33565.0, :low=>33474.5, :close=>33540.5}}
{260105=>{:time=>"13:45", :open=>33542.5, :high=>33558.7, :low=>33453.45, :close=>33503.85}}
{260105=>{:time=>"14:0", :open=>33504.55, :high=>33727.25, :low=>33503.1, :close=>33726.4}}
{260105=>{:time=>"14:15", :open=>33726.4, :high=>33875.8, :low=>33705.55, :close=>33783.3}}
{260105=>{:time=>"14:30", :open=>33781.8, :high=>33858.95, :low=>33757.55, :close=>33769.05}}
{260105=>{:time=>"14:45", :open=>33771.15, :high=>33823.25, :low=>33656.2, :close=>33744.4}}
{260105=>{:time=>"15:0", :open=>33742.25, :high=>33911.85, :low=>33717.1, :close=>33895.35}}
