{260105=>{:time=>"9:15", :open=>30901.8, :high=>31170.45, :low=>30740.55, :close=>31164.4}}
{260105=>{:time=>"9:30", :open=>31167.65, :high=>31189.9, :low=>31040.0, :close=>31065.25}}
{260105=>{:time=>"9:45", :open=>31067.6, :high=>31242.15, :low=>31054.8, :close=>31176.8}}
{260105=>{:time=>"10:0", :open=>31179.35, :high=>31336.5, :low=>31179.35, :close=>31295.1}}
{260105=>{:time=>"10:15", :open=>31294.2, :high=>31309.45, :low=>31197.1, :close=>31210.85}}
{260105=>{:time=>"10:30", :open=>31209.7, :high=>31283.3, :low=>31138.1, :close=>31238.65}}
{260105=>{:time=>"10:45", :open=>31231.05, :high=>31279.6, :low=>31209.0, :close=>31228.35}}
{260105=>{:time=>"11:0", :open=>31227.7, :high=>31268.55, :low=>31177.85, :close=>31178.6}}
{260105=>{:time=>"11:15", :open=>31181.5, :high=>31222.55, :low=>31126.9, :close=>31192.45}}
{260105=>{:time=>"11:30", :open=>31188.0, :high=>31193.05, :low=>31027.75, :close=>31110.2}}
{260105=>{:time=>"11:45", :open=>31109.1, :high=>31141.6, :low=>31067.45, :close=>31101.35}}
{260105=>{:time=>"12:0", :open=>31100.2, :high=>31145.35, :low=>31054.7, :close=>31143.95}}
{260105=>{:time=>"12:15", :open=>31144.4, :high=>31191.05, :low=>31115.05, :close=>31168.95}}
{260105=>{:time=>"12:30", :open=>31168.6, :high=>31248.5, :low=>31165.5, :close=>31246.15}}
{260105=>{:time=>"12:45", :open=>31240.55, :high=>31360.15, :low=>31224.0, :close=>31292.7}}
{260105=>{:time=>"13:0", :open=>31293.45, :high=>31300.75, :low=>31154.7, :close=>31174.0}}
{260105=>{:time=>"13:15", :open=>31174.1, :high=>31230.4, :low=>31143.65, :close=>31143.65}}
{260105=>{:time=>"13:30", :open=>31141.3, :high=>31335.3, :low=>31115.25, :close=>31262.1}}
{260105=>{:time=>"13:45", :open=>31261.0, :high=>31570.3, :low=>31259.55, :close=>31548.9}}
{260105=>{:time=>"14:0", :open=>31554.8, :high=>31670.9, :low=>31470.65, :close=>31616.1}}
{260105=>{:time=>"14:15", :open=>31613.45, :high=>31698.1, :low=>31595.2, :close=>31698.1}}
{260105=>{:time=>"14:30", :open=>31704.6, :high=>31883.0, :low=>31700.35, :close=>31858.6}}
{260105=>{:time=>"14:45", :open=>31859.35, :high=>31876.95, :low=>31690.5, :close=>31771.0}}
{260105=>{:time=>"15:0", :open=>31771.7, :high=>31828.5, :low=>31710.65, :close=>31753.35}}
