{256265=>{:time=>"9:15", :open=>14604.15, :high=>14604.65, :low=>14534.1, :close=>14546.5}}
{256265=>{:time=>"9:30", :open=>14546.4, :high=>14583.05, :low=>14546.4, :close=>14572.1}}
{256265=>{:time=>"9:45", :open=>14572.15, :high=>14584.35, :low=>14551.15, :close=>14564.7}}
{256265=>{:time=>"10:0", :open=>14565.65, :high=>14596.85, :low=>14510.0, :close=>14551.15}}
{256265=>{:time=>"10:15", :open=>14551.65, :high=>14575.3, :low=>14533.2, :close=>14572.9}}
{256265=>{:time=>"10:30", :open=>14573.9, :high=>14594.9, :low=>14564.4, :close=>14590.5}}
{256265=>{:time=>"10:45", :open=>14593.05, :high=>14606.45, :low=>14578.2, :close=>14587.1}}
{256265=>{:time=>"11:0", :open=>14586.55, :high=>14595.95, :low=>14555.25, :close=>14563.75}}
{256265=>{:time=>"11:15", :open=>14563.35, :high=>14565.75, :low=>14532.15, :close=>14555.4}}
{256265=>{:time=>"11:30", :open=>14554.85, :high=>14567.9, :low=>14531.4, :close=>14544.0}}
{256265=>{:time=>"11:45", :open=>14544.15, :high=>14567.3, :low=>14542.35, :close=>14564.75}}
{256265=>{:time=>"12:0", :open=>14564.6, :high=>14581.1, :low=>14544.15, :close=>14571.7}}
{256265=>{:time=>"12:15", :open=>14571.85, :high=>14580.0, :low=>14562.95, :close=>14572.45}}
{256265=>{:time=>"12:30", :open=>14572.95, :high=>14575.35, :low=>14553.05, :close=>14561.0}}
{256265=>{:time=>"12:45", :open=>14560.9, :high=>14615.6, :low=>14557.3, :close=>14603.1}}
{256265=>{:time=>"13:0", :open=>14602.6, :high=>14631.4, :low=>14594.2, :close=>14614.55}}
{256265=>{:time=>"13:15", :open=>14614.35, :high=>14626.4, :low=>14599.2, :close=>14608.45}}
{256265=>{:time=>"13:30", :open=>14608.8, :high=>14611.9, :low=>14576.25, :close=>14601.4}}
{256265=>{:time=>"13:45", :open=>14601.15, :high=>14615.3, :low=>14584.4, :close=>14593.9}}
{256265=>{:time=>"14:0", :open=>14593.6, :high=>14606.45, :low=>14544.9, :close=>14553.5}}
{256265=>{:time=>"14:15", :open=>14552.45, :high=>14601.45, :low=>14548.4, :close=>14595.25}}
{256265=>{:time=>"14:30", :open=>14595.75, :high=>14597.05, :low=>14569.65, :close=>14593.25}}
{256265=>{:time=>"14:45", :open=>14592.95, :high=>14602.35, :low=>14585.65, :close=>14590.35}}
{256265=>{:time=>"15:0", :open=>14590.2, :high=>14621.4, :low=>14589.75, :close=>14621.15}}
