{256265=>{:time=>"9:15", :open=>14823.55, :high=>14823.55, :low=>14768.25, :close=>14775.1}}
{256265=>{:time=>"9:30", :open=>14775.35, :high=>14775.4, :low=>14730.05, :close=>14768.9}}
{256265=>{:time=>"9:45", :open=>14769.4, :high=>14770.8, :low=>14748.4, :close=>14756.3}}
{256265=>{:time=>"10:0", :open=>14756.7, :high=>14767.0, :low=>14739.5, :close=>14739.75}}
{256265=>{:time=>"10:15", :open=>14740.25, :high=>14749.65, :low=>14715.4, :close=>14718.85}}
{256265=>{:time=>"10:30", :open=>14718.4, :high=>14736.5, :low=>14711.75, :close=>14732.9}}
{256265=>{:time=>"10:45", :open=>14733.3, :high=>14745.8, :low=>14732.45, :close=>14745.0}}
{256265=>{:time=>"11:0", :open=>14745.15, :high=>14747.75, :low=>14712.3, :close=>14712.3}}
{256265=>{:time=>"11:15", :open=>14712.5, :high=>14724.3, :low=>14695.6, :close=>14722.45}}
{256265=>{:time=>"11:30", :open=>14723.4, :high=>14733.0, :low=>14713.6, :close=>14727.8}}
{256265=>{:time=>"11:45", :open=>14727.15, :high=>14737.3, :low=>14727.15, :close=>14734.55}}
{256265=>{:time=>"12:0", :open=>14734.85, :high=>14759.05, :low=>14726.5, :close=>14759.05}}
{256265=>{:time=>"12:15", :open=>14758.5, :high=>14772.35, :low=>14745.85, :close=>14770.9}}
{256265=>{:time=>"12:30", :open=>14771.45, :high=>14771.45, :low=>14750.6, :close=>14751.3}}
{256265=>{:time=>"12:45", :open=>14750.85, :high=>14760.05, :low=>14747.85, :close=>14755.4}}
{256265=>{:time=>"13:0", :open=>14754.8, :high=>14776.7, :low=>14754.8, :close=>14774.5}}
{256265=>{:time=>"13:15", :open=>14775.1, :high=>14781.25, :low=>14761.9, :close=>14761.9}}
{256265=>{:time=>"13:30", :open=>14762.45, :high=>14767.3, :low=>14726.35, :close=>14732.5}}
{256265=>{:time=>"13:45", :open=>14732.5, :high=>14756.05, :low=>14731.25, :close=>14749.9}}
{256265=>{:time=>"14:0", :open=>14749.9, :high=>14763.15, :low=>14742.4, :close=>14745.05}}
{256265=>{:time=>"14:15", :open=>14745.15, :high=>14756.05, :low=>14736.8, :close=>14739.2}}
{256265=>{:time=>"14:30", :open=>14738.85, :high=>14748.75, :low=>14724.3, :close=>14730.3}}
{256265=>{:time=>"14:45", :open=>14730.05, :high=>14730.5, :low=>14650.1, :close=>14653.3}}
{256265=>{:time=>"15:0", :open=>14653.55, :high=>14711.85, :low=>14650.1, :close=>14707.9}}
