{260105=>{:time=>"9:15", :open=>35874.3, :high=>36073.2, :low=>35662.7, :close=>36073.2}}
{260105=>{:time=>"9:30", :open=>36068.35, :high=>36127.0, :low=>35957.3, :close=>36034.65}}
{260105=>{:time=>"9:45", :open=>36029.2, :high=>36049.85, :low=>35820.95, :close=>35833.15}}
{260105=>{:time=>"10:0", :open=>35829.9, :high=>35884.8, :low=>35744.55, :close=>35780.85}}
{260105=>{:time=>"10:15", :open=>35777.5, :high=>35849.2, :low=>35726.95, :close=>35789.8}}
{260105=>{:time=>"10:30", :open=>35790.0, :high=>35908.65, :low=>35788.55, :close=>35805.2}}
{260105=>{:time=>"10:45", :open=>35799.85, :high=>35839.05, :low=>35764.45, :close=>35771.6}}
{260105=>{:time=>"11:0", :open=>35771.9, :high=>35771.9, :low=>35652.9, :close=>35693.85}}
{260105=>{:time=>"11:15", :open=>35693.6, :high=>35745.5, :low=>35501.4, :close=>35507.3}}
{260105=>{:time=>"11:30", :open=>35505.55, :high=>35619.65, :low=>35504.45, :close=>35563.1}}
{260105=>{:time=>"11:45", :open=>35560.4, :high=>35624.0, :low=>35526.8, :close=>35553.3}}
{260105=>{:time=>"12:0", :open=>35554.0, :high=>35593.2, :low=>35465.8, :close=>35501.65}}
{260105=>{:time=>"12:15", :open=>35499.25, :high=>35568.95, :low=>35440.1, :close=>35560.7}}
{260105=>{:time=>"12:30", :open=>35562.4, :high=>35593.55, :low=>35498.35, :close=>35536.0}}
{260105=>{:time=>"12:45", :open=>35552.6, :high=>35562.5, :low=>35354.1, :close=>35397.75}}
{260105=>{:time=>"13:0", :open=>35394.8, :high=>35487.85, :low=>35368.8, :close=>35451.95}}
{260105=>{:time=>"13:15", :open=>35453.8, :high=>35485.1, :low=>35423.15, :close=>35445.3}}
{260105=>{:time=>"13:30", :open=>35440.35, :high=>35444.45, :low=>35266.45, :close=>35274.95}}
{260105=>{:time=>"13:45", :open=>35274.4, :high=>35330.55, :low=>35224.2, :close=>35248.75}}
{260105=>{:time=>"14:0", :open=>35247.05, :high=>35389.3, :low=>35175.4, :close=>35203.0}}
{260105=>{:time=>"14:15", :open=>35200.35, :high=>35239.2, :low=>35101.3, :close=>35212.3}}
{260105=>{:time=>"14:30", :open=>35210.15, :high=>35364.15, :low=>35175.9, :close=>35356.15}}
{260105=>{:time=>"14:45", :open=>35354.05, :high=>35522.2, :low=>35312.8, :close=>35406.4}}
{260105=>{:time=>"15:0", :open=>35395.25, :high=>35424.7, :low=>35275.45, :close=>35281.5}}
