{260105=>{:time=>"9:15", :open=>30700.65, :high=>30723.6, :low=>30567.1, :close=>30595.65}}
{260105=>{:time=>"9:30", :open=>30597.0, :high=>30646.9, :low=>30481.75, :close=>30483.95}}
{260105=>{:time=>"9:45", :open=>30484.0, :high=>30563.65, :low=>30441.25, :close=>30462.6}}
{260105=>{:time=>"10:0", :open=>30460.85, :high=>30522.75, :low=>30404.45, :close=>30470.5}}
{260105=>{:time=>"10:15", :open=>30469.05, :high=>30531.45, :low=>30283.05, :close=>30326.75}}
{260105=>{:time=>"10:30", :open=>30328.65, :high=>30437.75, :low=>30257.4, :close=>30372.9}}
{260105=>{:time=>"10:45", :open=>30376.55, :high=>30498.75, :low=>30319.45, :close=>30474.9}}
{260105=>{:time=>"11:0", :open=>30472.75, :high=>30540.4, :low=>30468.45, :close=>30538.8}}
{260105=>{:time=>"11:15", :open=>30533.6, :high=>30539.15, :low=>30441.95, :close=>30483.55}}
{260105=>{:time=>"11:30", :open=>30483.55, :high=>30491.2, :low=>30397.3, :close=>30433.45}}
{260105=>{:time=>"11:45", :open=>30433.35, :high=>30514.4, :low=>30405.3, :close=>30451.65}}
{260105=>{:time=>"12:0", :open=>30453.65, :high=>30487.75, :low=>30401.15, :close=>30430.3}}
{260105=>{:time=>"12:15", :open=>30429.6, :high=>30597.65, :low=>30413.7, :close=>30543.5}}
{260105=>{:time=>"12:30", :open=>30543.7, :high=>30605.1, :low=>30516.95, :close=>30545.2}}
{260105=>{:time=>"12:45", :open=>30545.9, :high=>30628.55, :low=>30542.65, :close=>30571.95}}
{260105=>{:time=>"13:0", :open=>30569.6, :high=>30591.95, :low=>30458.35, :close=>30514.55}}
{260105=>{:time=>"13:15", :open=>30516.35, :high=>30635.75, :low=>30485.4, :close=>30541.6}}
{260105=>{:time=>"13:30", :open=>30543.95, :high=>30574.3, :low=>30435.3, :close=>30461.9}}
{260105=>{:time=>"13:45", :open=>30461.7, :high=>30564.95, :low=>30433.7, :close=>30526.55}}
{260105=>{:time=>"14:0", :open=>30527.7, :high=>30743.65, :low=>30470.25, :close=>30741.9}}
{260105=>{:time=>"14:15", :open=>30736.5, :high=>30958.5, :low=>30733.25, :close=>30913.7}}
{260105=>{:time=>"14:30", :open=>30914.15, :high=>31108.95, :low=>30866.1, :close=>30870.35}}
{260105=>{:time=>"14:45", :open=>30876.9, :high=>30912.0, :low=>30740.35, :close=>30766.35}}
{260105=>{:time=>"15:0", :open=>30768.1, :high=>30768.1, :low=>30434.75, :close=>30571.9}}
