{260105=>{:time=>"9:15", :open=>32388.95, :high=>32494.55, :low=>32355.4, :close=>32455.1}}
{260105=>{:time=>"9:30", :open=>32457.25, :high=>32457.35, :low=>32324.55, :close=>32454.85}}
{260105=>{:time=>"9:45", :open=>32452.85, :high=>32489.25, :low=>32427.0, :close=>32428.55}}
{260105=>{:time=>"10:0", :open=>32430.5, :high=>32472.3, :low=>32427.4, :close=>32452.65}}
{260105=>{:time=>"10:15", :open=>32454.95, :high=>32500.75, :low=>32428.75, :close=>32446.3}}
{260105=>{:time=>"10:30", :open=>32449.1, :high=>32492.2, :low=>32402.0, :close=>32487.6}}
{260105=>{:time=>"10:45", :open=>32484.5, :high=>32575.65, :low=>32484.15, :close=>32563.85}}
{260105=>{:time=>"11:0", :open=>32564.65, :high=>32573.4, :low=>32523.85, :close=>32559.9}}
{260105=>{:time=>"11:15", :open=>32558.3, :high=>32597.7, :low=>32552.15, :close=>32574.15}}
{260105=>{:time=>"11:30", :open=>32574.55, :high=>32586.2, :low=>32535.95, :close=>32557.4}}
{260105=>{:time=>"11:45", :open=>32558.75, :high=>32566.5, :low=>32521.9, :close=>32560.95}}
{260105=>{:time=>"12:0", :open=>32561.1, :high=>32563.5, :low=>32473.5, :close=>32494.1}}
{260105=>{:time=>"12:15", :open=>32494.25, :high=>32510.1, :low=>32399.25, :close=>32409.85}}
{260105=>{:time=>"12:30", :open=>32407.3, :high=>32469.6, :low=>32374.7, :close=>32448.15}}
{260105=>{:time=>"12:45", :open=>32452.8, :high=>32523.35, :low=>32357.1, :close=>32482.7}}
{260105=>{:time=>"13:0", :open=>32488.85, :high=>32506.9, :low=>32434.15, :close=>32461.5}}
{260105=>{:time=>"13:15", :open=>32461.95, :high=>32483.05, :low=>32439.25, :close=>32467.3}}
{260105=>{:time=>"13:30", :open=>32468.55, :high=>32510.1, :low=>32414.65, :close=>32501.7}}
{260105=>{:time=>"13:45", :open=>32502.85, :high=>32513.2, :low=>32460.6, :close=>32492.95}}
{260105=>{:time=>"14:0", :open=>32493.95, :high=>32559.55, :low=>32483.85, :close=>32546.9}}
{260105=>{:time=>"14:15", :open=>32548.8, :high=>32596.8, :low=>32535.5, :close=>32596.8}}
{260105=>{:time=>"14:30", :open=>32598.25, :high=>32606.1, :low=>32538.8, :close=>32547.05}}
{260105=>{:time=>"14:45", :open=>32543.45, :high=>32591.25, :low=>32530.45, :close=>32589.65}}
{260105=>{:time=>"15:0", :open=>32590.4, :high=>32601.35, :low=>32530.9, :close=>32538.55}}
