{256265=>{:time=>"9:15", :open=>14875.65, :high=>14938.35, :low=>14870.9, :close=>14928.95}}
{256265=>{:time=>"9:30", :open=>14931.0, :high=>14937.65, :low=>14920.0, :close=>14937.4}}
{256265=>{:time=>"9:45", :open=>14938.05, :high=>14938.35, :low=>14904.95, :close=>14930.3}}
{256265=>{:time=>"10:0", :open=>14930.7, :high=>14949.15, :low=>14930.1, :close=>14943.05}}
{256265=>{:time=>"10:15", :open=>14941.2, :high=>14945.1, :low=>14931.9, :close=>14943.75}}
{256265=>{:time=>"10:30", :open=>14943.1, :high=>14958.45, :low=>14942.65, :close=>14946.9}}
{256265=>{:time=>"10:45", :open=>14946.4, :high=>14953.7, :low=>14939.65, :close=>14951.95}}
{256265=>{:time=>"11:0", :open=>14952.2, :high=>14959.85, :low=>14940.55, :close=>14940.55}}
{256265=>{:time=>"11:15", :open=>14940.0, :high=>14955.0, :low=>14933.7, :close=>14942.95}}
{256265=>{:time=>"11:30", :open=>14942.75, :high=>14952.6, :low=>14913.8, :close=>14914.75}}
{256265=>{:time=>"11:45", :open=>14914.45, :high=>14928.25, :low=>14901.9, :close=>14922.1}}
{256265=>{:time=>"12:0", :open=>14922.1, :high=>14923.0, :low=>14887.65, :close=>14888.25}}
{256265=>{:time=>"12:15", :open=>14889.0, :high=>14927.85, :low=>14885.25, :close=>14923.3}}
{256265=>{:time=>"12:30", :open=>14923.2, :high=>14944.1, :low=>14923.2, :close=>14943.95}}
{256265=>{:time=>"12:45", :open=>14943.0, :high=>14951.75, :low=>14930.5, :close=>14934.45}}
{256265=>{:time=>"13:0", :open=>14934.0, :high=>14940.9, :low=>14918.4, :close=>14932.6}}
{256265=>{:time=>"13:15", :open=>14932.2, :high=>14968.75, :low=>14931.25, :close=>14956.7}}
{256265=>{:time=>"13:30", :open=>14957.0, :high=>14982.45, :low=>14951.35, :close=>14974.4}}
{256265=>{:time=>"13:45", :open=>14973.9, :high=>14974.05, :low=>14947.2, :close=>14947.65}}
{256265=>{:time=>"14:0", :open=>14948.45, :high=>14961.8, :low=>14934.0, :close=>14945.85}}
{256265=>{:time=>"14:15", :open=>14945.5, :high=>14946.35, :low=>14920.25, :close=>14920.25}}
{256265=>{:time=>"14:30", :open=>14919.3, :high=>14919.3, :low=>14854.05, :close=>14892.4}}
{256265=>{:time=>"14:45", :open=>14892.4, :high=>14892.4, :low=>14841.9, :close=>14841.9}}
{256265=>{:time=>"15:0", :open=>14840.3, :high=>14896.25, :low=>14821.85, :close=>14866.65}}
