{260105=>{:time=>"9:15", :open=>32610.4, :high=>32828.7, :low=>32610.4, :close=>32744.1}}
{260105=>{:time=>"9:30", :open=>32739.2, :high=>32838.15, :low=>32658.1, :close=>32668.15}}
{260105=>{:time=>"9:45", :open=>32666.75, :high=>32806.6, :low=>32509.0, :close=>32800.8}}
{260105=>{:time=>"10:0", :open=>32798.35, :high=>32877.2, :low=>32781.75, :close=>32823.65}}
{260105=>{:time=>"10:15", :open=>32816.25, :high=>32852.0, :low=>32758.95, :close=>32811.0}}
{260105=>{:time=>"10:30", :open=>32808.35, :high=>32893.95, :low=>32806.6, :close=>32827.5}}
{260105=>{:time=>"10:45", :open=>32827.65, :high=>32886.15, :low=>32807.95, :close=>32845.7}}
{260105=>{:time=>"11:0", :open=>32844.75, :high=>32953.55, :low=>32836.65, :close=>32926.15}}
{260105=>{:time=>"11:15", :open=>32927.6, :high=>32944.6, :low=>32874.5, :close=>32897.9}}
{260105=>{:time=>"11:30", :open=>32896.85, :high=>33008.5, :low=>32890.15, :close=>32996.45}}
{260105=>{:time=>"11:45", :open=>32996.95, :high=>33005.3, :low=>32930.3, :close=>32972.75}}
{260105=>{:time=>"12:0", :open=>32970.0, :high=>33009.35, :low=>32887.05, :close=>32924.75}}
{260105=>{:time=>"12:15", :open=>32926.55, :high=>32990.15, :low=>32867.25, :close=>32975.55}}
{260105=>{:time=>"12:30", :open=>32969.15, :high=>32999.2, :low=>32901.35, :close=>32956.7}}
{260105=>{:time=>"12:45", :open=>32959.6, :high=>32986.6, :low=>32901.5, :close=>32935.05}}
{260105=>{:time=>"13:0", :open=>32933.1, :high=>32933.75, :low=>32599.55, :close=>32599.55}}
{260105=>{:time=>"13:15", :open=>32597.4, :high=>32675.5, :low=>32496.6, :close=>32675.5}}
{260105=>{:time=>"13:30", :open=>32672.25, :high=>32712.4, :low=>32580.3, :close=>32652.05}}
{260105=>{:time=>"13:45", :open=>32651.8, :high=>32766.45, :low=>32622.35, :close=>32692.95}}
{260105=>{:time=>"14:0", :open=>32695.6, :high=>32758.7, :low=>32578.7, :close=>32649.55}}
{260105=>{:time=>"14:15", :open=>32655.8, :high=>32714.85, :low=>32624.25, :close=>32687.35}}
{260105=>{:time=>"14:30", :open=>32688.4, :high=>32747.8, :low=>32266.7, :close=>32268.55}}
{260105=>{:time=>"14:45", :open=>32267.05, :high=>32379.4, :low=>32206.15, :close=>32215.85}}
{260105=>{:time=>"15:0", :open=>32219.9, :high=>32339.25, :low=>32193.55, :close=>32323.35}}
