{256265=>{:time=>"9:15", :open=>14668.35, :high=>14682.35, :low=>14636.7, :close=>14651.5}}
{256265=>{:time=>"9:30", :open=>14652.3, :high=>14693.4, :low=>14644.25, :close=>14677.45}}
{256265=>{:time=>"9:45", :open=>14677.65, :high=>14697.25, :low=>14661.05, :close=>14662.1}}
{256265=>{:time=>"10:0", :open=>14661.55, :high=>14673.4, :low=>14642.65, :close=>14648.65}}
{256265=>{:time=>"10:15", :open=>14650.3, :high=>14657.05, :low=>14611.85, :close=>14634.4}}
{256265=>{:time=>"10:30", :open=>14634.35, :high=>14645.1, :low=>14618.9, :close=>14642.15}}
{256265=>{:time=>"10:45", :open=>14642.05, :high=>14652.7, :low=>14637.45, :close=>14648.05}}
{256265=>{:time=>"11:0", :open=>14647.85, :high=>14664.5, :low=>14630.7, :close=>14636.65}}
{256265=>{:time=>"11:15", :open=>14636.85, :high=>14637.7, :low=>14615.45, :close=>14630.05}}
{256265=>{:time=>"11:30", :open=>14629.75, :high=>14647.75, :low=>14623.65, :close=>14647.75}}
{256265=>{:time=>"11:45", :open=>14647.95, :high=>14665.9, :low=>14638.45, :close=>14663.8}}
{256265=>{:time=>"12:0", :open=>14663.4, :high=>14676.65, :low=>14661.2, :close=>14673.2}}
{256265=>{:time=>"12:15", :open=>14672.75, :high=>14694.0, :low=>14666.95, :close=>14691.65}}
{256265=>{:time=>"12:30", :open=>14691.55, :high=>14698.85, :low=>14682.25, :close=>14691.65}}
{256265=>{:time=>"12:45", :open=>14692.0, :high=>14717.45, :low=>14686.0, :close=>14713.1}}
{256265=>{:time=>"13:0", :open=>14712.55, :high=>14724.7, :low=>14697.1, :close=>14712.45}}
{256265=>{:time=>"13:15", :open=>14712.75, :high=>14718.8, :low=>14682.1, :close=>14692.15}}
{256265=>{:time=>"13:30", :open=>14691.8, :high=>14704.95, :low=>14671.3, :close=>14702.1}}
{256265=>{:time=>"13:45", :open=>14701.95, :high=>14709.3, :low=>14684.05, :close=>14697.65}}
{256265=>{:time=>"14:0", :open=>14697.25, :high=>14711.0, :low=>14687.0, :close=>14691.6}}
{256265=>{:time=>"14:15", :open=>14691.9, :high=>14701.65, :low=>14674.7, :close=>14685.7}}
{256265=>{:time=>"14:30", :open=>14686.25, :high=>14711.7, :low=>14679.15, :close=>14698.9}}
{256265=>{:time=>"14:45", :open=>14698.95, :high=>14703.15, :low=>14686.5, :close=>14688.55}}
{256265=>{:time=>"15:0", :open=>14688.0, :high=>14722.45, :low=>14688.0, :close=>14721.0}}
