{256265=>{:time=>"9:15", :open=>15270.3, :high=>15309.4, :low=>15254.35, :close=>15307.45}}
{256265=>{:time=>"9:30", :open=>15307.15, :high=>15313.5, :low=>15278.0, :close=>15287.7}}
{256265=>{:time=>"9:45", :open=>15287.95, :high=>15297.3, :low=>15267.1, :close=>15289.4}}
{256265=>{:time=>"10:0", :open=>15289.65, :high=>15293.7, :low=>15273.9, :close=>15289.35}}
{256265=>{:time=>"10:15", :open=>15289.1, :high=>15299.65, :low=>15285.4, :close=>15295.45}}
{256265=>{:time=>"10:30", :open=>15294.95, :high=>15317.0, :low=>15291.05, :close=>15311.55}}
{256265=>{:time=>"10:45", :open=>15311.5, :high=>15320.1, :low=>15302.75, :close=>15312.05}}
{256265=>{:time=>"11:0", :open=>15312.35, :high=>15316.05, :low=>15303.95, :close=>15314.9}}
{256265=>{:time=>"11:15", :open=>15314.0, :high=>15316.15, :low=>15301.05, :close=>15306.6}}
{256265=>{:time=>"11:30", :open=>15306.95, :high=>15316.7, :low=>15305.4, :close=>15306.15}}
{256265=>{:time=>"11:45", :open=>15307.1, :high=>15312.45, :low=>15295.35, :close=>15309.65}}
{256265=>{:time=>"12:0", :open=>15309.95, :high=>15311.35, :low=>15292.9, :close=>15303.8}}
{256265=>{:time=>"12:15", :open=>15304.3, :high=>15311.5, :low=>15293.85, :close=>15309.15}}
{256265=>{:time=>"12:30", :open=>15309.9, :high=>15316.3, :low=>15304.9, :close=>15313.85}}
{256265=>{:time=>"12:45", :open=>15314.95, :high=>15316.8, :low=>15302.85, :close=>15314.15}}
{256265=>{:time=>"13:0", :open=>15313.45, :high=>15326.5, :low=>15313.2, :close=>15318.8}}
{256265=>{:time=>"13:15", :open=>15319.25, :high=>15319.65, :low=>15303.55, :close=>15306.15}}
{256265=>{:time=>"13:30", :open=>15305.7, :high=>15319.0, :low=>15295.4, :close=>15307.9}}
{256265=>{:time=>"13:45", :open=>15307.75, :high=>15317.65, :low=>15305.3, :close=>15310.15}}
{256265=>{:time=>"14:0", :open=>15309.25, :high=>15311.75, :low=>15287.3, :close=>15297.15}}
{256265=>{:time=>"14:15", :open=>15297.45, :high=>15316.4, :low=>15275.15, :close=>15290.35}}
{256265=>{:time=>"14:30", :open=>15289.85, :high=>15305.15, :low=>15287.05, :close=>15304.4}}
{256265=>{:time=>"14:45", :open=>15304.4, :high=>15305.5, :low=>15290.35, :close=>15299.3}}
{256265=>{:time=>"15:0", :open=>15299.15, :high=>15318.05, :low=>15288.15, :close=>15316.95}}
