{260105=>{:time=>"9:15", :open=>35687.25, :high=>35889.55, :low=>35681.8, :close=>35851.65}}
{260105=>{:time=>"9:30", :open=>35852.9, :high=>35954.0, :low=>35753.8, :close=>35910.85}}
{260105=>{:time=>"9:45", :open=>35910.1, :high=>36008.05, :low=>35897.65, :close=>35972.3}}
{260105=>{:time=>"10:0", :open=>35977.0, :high=>35990.3, :low=>35883.2, :close=>35885.75}}
{260105=>{:time=>"10:15", :open=>35883.15, :high=>35942.7, :low=>35859.35, :close=>35874.95}}
{260105=>{:time=>"10:30", :open=>35876.4, :high=>35907.4, :low=>35834.0, :close=>35890.55}}
{260105=>{:time=>"10:45", :open=>35891.65, :high=>35893.2, :low=>35833.0, :close=>35852.15}}
{260105=>{:time=>"11:0", :open=>35851.75, :high=>35852.3, :low=>35742.85, :close=>35742.85}}
{260105=>{:time=>"11:15", :open=>35743.7, :high=>35822.15, :low=>35723.85, :close=>35780.25}}
{260105=>{:time=>"11:30", :open=>35782.1, :high=>35820.2, :low=>35778.8, :close=>35803.25}}
{260105=>{:time=>"11:45", :open=>35803.2, :high=>35848.4, :low=>35693.85, :close=>35695.6}}
{260105=>{:time=>"12:0", :open=>35695.35, :high=>35769.45, :low=>35682.0, :close=>35757.95}}
{260105=>{:time=>"12:15", :open=>35765.8, :high=>35874.65, :low=>35718.25, :close=>35865.0}}
{260105=>{:time=>"12:30", :open=>35859.9, :high=>35926.55, :low=>35821.9, :close=>35836.05}}
{260105=>{:time=>"12:45", :open=>35835.45, :high=>35865.6, :low=>35665.8, :close=>35698.0}}
{260105=>{:time=>"13:0", :open=>35700.55, :high=>35749.45, :low=>35633.6, :close=>35749.45}}
{260105=>{:time=>"13:15", :open=>35747.25, :high=>35747.25, :low=>35573.65, :close=>35677.5}}
{260105=>{:time=>"13:30", :open=>35675.2, :high=>35696.65, :low=>35611.2, :close=>35626.1}}
{260105=>{:time=>"13:45", :open=>35624.05, :high=>35752.25, :low=>35608.45, :close=>35742.65}}
{260105=>{:time=>"14:0", :open=>35744.0, :high=>35797.4, :low=>35628.6, :close=>35688.2}}
{260105=>{:time=>"14:15", :open=>35690.7, :high=>35835.9, :low=>35675.35, :close=>35767.6}}
{260105=>{:time=>"14:30", :open=>35770.55, :high=>35803.8, :low=>35702.25, :close=>35760.7}}
{260105=>{:time=>"14:45", :open=>35760.65, :high=>35796.15, :low=>35686.75, :close=>35688.15}}
{260105=>{:time=>"15:0", :open=>35679.75, :high=>35810.95, :low=>35633.25, :close=>35751.85}}
