{260105=>{:time=>"9:15", :open=>32082.9, :high=>32082.9, :low=>31954.65, :close=>32052.05}}
{260105=>{:time=>"9:30", :open=>32053.95, :high=>32094.45, :low=>31913.7, :close=>31919.9}}
{260105=>{:time=>"9:45", :open=>31914.65, :high=>32005.95, :low=>31865.3, :close=>31981.45}}
{260105=>{:time=>"10:0", :open=>31982.5, :high=>32075.7, :low=>31977.05, :close=>32067.2}}
{260105=>{:time=>"10:15", :open=>32065.05, :high=>32126.4, :low=>32057.65, :close=>32125.8}}
{260105=>{:time=>"10:30", :open=>32125.9, :high=>32141.6, :low=>32067.95, :close=>32095.55}}
{260105=>{:time=>"10:45", :open=>32102.45, :high=>32129.55, :low=>32058.6, :close=>32080.05}}
{260105=>{:time=>"11:0", :open=>32080.7, :high=>32085.5, :low=>32018.4, :close=>32027.75}}
{260105=>{:time=>"11:15", :open=>32027.7, :high=>32094.65, :low=>32019.5, :close=>32070.05}}
{260105=>{:time=>"11:30", :open=>32068.85, :high=>32092.4, :low=>32055.05, :close=>32069.3}}
{260105=>{:time=>"11:45", :open=>32069.8, :high=>32182.45, :low=>32062.6, :close=>32136.45}}
{260105=>{:time=>"12:0", :open=>32133.9, :high=>32217.9, :low=>32114.6, :close=>32190.95}}
{260105=>{:time=>"12:15", :open=>32188.85, :high=>32190.75, :low=>32136.25, :close=>32183.05}}
{260105=>{:time=>"12:30", :open=>32183.25, :high=>32232.05, :low=>32181.75, :close=>32196.3}}
{260105=>{:time=>"12:45", :open=>32195.1, :high=>32214.45, :low=>32139.85, :close=>32196.9}}
{260105=>{:time=>"13:0", :open=>32195.2, :high=>32234.65, :low=>32184.75, :close=>32185.05}}
{260105=>{:time=>"13:15", :open=>32188.7, :high=>32216.4, :low=>32161.2, :close=>32183.7}}
{260105=>{:time=>"13:30", :open=>32180.4, :high=>32245.7, :low=>32144.2, :close=>32228.55}}
{260105=>{:time=>"13:45", :open=>32227.5, :high=>32304.5, :low=>32226.3, :close=>32255.7}}
{260105=>{:time=>"14:0", :open=>32255.9, :high=>32263.25, :low=>32221.55, :close=>32245.6}}
{260105=>{:time=>"14:15", :open=>32248.7, :high=>32279.7, :low=>32226.7, :close=>32257.35}}
{260105=>{:time=>"14:30", :open=>32257.7, :high=>32418.35, :low=>32249.25, :close=>32410.3}}
{260105=>{:time=>"14:45", :open=>32413.4, :high=>32464.25, :low=>32390.65, :close=>32461.25}}
{260105=>{:time=>"15:0", :open=>32459.3, :high=>32459.3, :low=>32412.25, :close=>32436.95}}
