{260105=>{:time=>"9:45", :open=>35922.25, :high=>36076.5, :low=>35881.45, :close=>35934.85}}
{260105=>{:time=>"10:0", :open=>35931.3, :high=>35983.05, :low=>35879.75, :close=>35887.0}}
{260105=>{:time=>"10:15", :open=>35888.85, :high=>35893.6, :low=>35772.2, :close=>35800.5}}
{260105=>{:time=>"10:30", :open=>35794.4, :high=>35856.65, :low=>35711.1, :close=>35773.1}}
{260105=>{:time=>"10:45", :open=>35774.9, :high=>35889.3, :low=>35764.65, :close=>35872.85}}
{260105=>{:time=>"11:0", :open=>35872.35, :high=>35928.55, :low=>35825.65, :close=>35879.2}}
{260105=>{:time=>"11:15", :open=>35879.65, :high=>35982.05, :low=>35871.15, :close=>35939.35}}
{260105=>{:time=>"11:30", :open=>35939.95, :high=>35994.55, :low=>35884.35, :close=>35970.4}}
{260105=>{:time=>"11:45", :open=>35970.5, :high=>36042.6, :low=>35958.0, :close=>36006.45}}
{260105=>{:time=>"12:0", :open=>36005.7, :high=>36045.8, :low=>35877.2, :close=>35915.25}}
{260105=>{:time=>"12:15", :open=>35916.85, :high=>35933.25, :low=>35837.3, :close=>35908.4}}
{260105=>{:time=>"12:30", :open=>35908.85, :high=>35955.15, :low=>35876.7, :close=>35894.7}}
{260105=>{:time=>"12:45", :open=>35892.75, :high=>35972.5, :low=>35847.1, :close=>35873.3}}
{260105=>{:time=>"13:0", :open=>35874.9, :high=>35883.15, :low=>35816.05, :close=>35843.15}}
{260105=>{:time=>"13:15", :open=>35840.9, :high=>35882.4, :low=>35741.2, :close=>35760.05}}
{260105=>{:time=>"13:30", :open=>35759.75, :high=>35775.05, :low=>35598.5, :close=>35635.5}}
{260105=>{:time=>"13:45", :open=>35625.85, :high=>35663.5, :low=>35553.9, :close=>35656.3}}
{260105=>{:time=>"14:0", :open=>35655.75, :high=>35678.9, :low=>35533.05, :close=>35621.85}}
{260105=>{:time=>"14:15", :open=>35623.1, :high=>35659.15, :low=>35569.75, :close=>35629.65}}
{260105=>{:time=>"14:30", :open=>35626.9, :high=>35738.75, :low=>35624.7, :close=>35682.1}}
{260105=>{:time=>"14:45", :open=>35681.25, :high=>35708.5, :low=>35429.2, :close=>35608.1}}
{260105=>{:time=>"15:0", :open=>35607.1, :high=>35774.25, :low=>35604.5, :close=>35774.25}}
