{256265=>{:time=>"9:15", :open=>13810.4, :high=>13865.7, :low=>13794.3, :close=>13834.4}}
{256265=>{:time=>"9:30", :open=>13834.25, :high=>13897.75, :low=>13833.65, :close=>13880.25}}
{256265=>{:time=>"9:45", :open=>13879.95, :high=>13881.25, :low=>13837.3, :close=>13846.05}}
{256265=>{:time=>"10:0", :open=>13846.4, :high=>13882.3, :low=>13842.35, :close=>13866.4}}
{256265=>{:time=>"10:15", :open=>13866.0, :high=>13886.15, :low=>13830.9, :close=>13835.55}}
{256265=>{:time=>"10:30", :open=>13836.4, :high=>13845.9, :low=>13814.3, :close=>13821.9}}
{256265=>{:time=>"10:45", :open=>13822.6, :high=>13860.9, :low=>13821.15, :close=>13856.9}}
{256265=>{:time=>"11:0", :open=>13856.95, :high=>13874.35, :low=>13845.85, :close=>13862.6}}
{256265=>{:time=>"11:15", :open=>13862.5, :high=>13865.9, :low=>13847.75, :close=>13849.0}}
{256265=>{:time=>"11:30", :open=>13849.4, :high=>13849.4, :low=>13831.3, :close=>13840.9}}
{256265=>{:time=>"11:45", :open=>13841.0, :high=>13845.75, :low=>13819.75, :close=>13831.1}}
{256265=>{:time=>"12:0", :open=>13831.5, :high=>13838.4, :low=>13802.7, :close=>13811.9}}
{256265=>{:time=>"12:15", :open=>13811.3, :high=>13839.9, :low=>13802.6, :close=>13807.7}}
{256265=>{:time=>"12:30", :open=>13807.5, :high=>13812.7, :low=>13760.65, :close=>13767.5}}
{256265=>{:time=>"12:45", :open=>13767.75, :high=>13767.75, :low=>13746.35, :close=>13759.4}}
{256265=>{:time=>"13:0", :open=>13759.25, :high=>13759.4, :low=>13715.1, :close=>13740.6}}
{256265=>{:time=>"13:15", :open=>13741.1, :high=>13831.0, :low=>13739.85, :close=>13823.85}}
{256265=>{:time=>"13:30", :open=>13824.4, :high=>13845.5, :low=>13798.3, :close=>13834.35}}
{256265=>{:time=>"13:45", :open=>13834.7, :high=>13843.8, :low=>13790.1, :close=>13800.25}}
{256265=>{:time=>"14:0", :open=>13799.45, :high=>13824.15, :low=>13782.75, :close=>13802.15}}
{256265=>{:time=>"14:15", :open=>13801.55, :high=>13825.0, :low=>13767.5, :close=>13769.95}}
{256265=>{:time=>"14:30", :open=>13769.55, :high=>13798.95, :low=>13754.15, :close=>13777.7}}
{256265=>{:time=>"14:45", :open=>13776.95, :high=>13785.75, :low=>13753.8, :close=>13774.3}}
{256265=>{:time=>"15:0", :open=>13775.7, :high=>13835.0, :low=>13775.45, :close=>13822.8}}
