{256265=>{:time=>"9:15", :open=>14639.8, :high=>14643.3, :low=>14619.7, :close=>14631.15}}
{256265=>{:time=>"9:30", :open=>14630.5, :high=>14652.7, :low=>14622.1, :close=>14645.4}}
{256265=>{:time=>"9:45", :open=>14645.25, :high=>14650.1, :low=>14625.8, :close=>14627.1}}
{256265=>{:time=>"10:0", :open=>14628.5, :high=>14638.95, :low=>14620.45, :close=>14623.4}}
{256265=>{:time=>"10:15", :open=>14622.25, :high=>14636.05, :low=>14606.5, :close=>14624.7}}
{256265=>{:time=>"10:30", :open=>14625.0, :high=>14626.0, :low=>14586.2, :close=>14602.35}}
{256265=>{:time=>"10:45", :open=>14602.6, :high=>14620.6, :low=>14601.15, :close=>14605.2}}
{256265=>{:time=>"11:0", :open=>14604.9, :high=>14613.7, :low=>14598.25, :close=>14601.95}}
{256265=>{:time=>"11:15", :open=>14601.6, :high=>14603.45, :low=>14564.85, :close=>14574.2}}
{256265=>{:time=>"11:30", :open=>14574.15, :high=>14579.6, :low=>14546.45, :close=>14556.7}}
{256265=>{:time=>"11:45", :open=>14556.95, :high=>14577.85, :low=>14543.95, :close=>14548.55}}
{256265=>{:time=>"12:0", :open=>14548.45, :high=>14560.5, :low=>14526.75, :close=>14560.2}}
{256265=>{:time=>"12:15", :open=>14559.85, :high=>14577.45, :low=>14552.3, :close=>14558.55}}
{256265=>{:time=>"12:30", :open=>14557.5, :high=>14570.65, :low=>14552.95, :close=>14561.7}}
{256265=>{:time=>"12:45", :open=>14562.55, :high=>14589.4, :low=>14561.3, :close=>14566.95}}
{256265=>{:time=>"13:0", :open=>14567.05, :high=>14573.6, :low=>14537.5, :close=>14545.6}}
{256265=>{:time=>"13:15", :open=>14546.25, :high=>14557.9, :low=>14534.0, :close=>14549.9}}
{256265=>{:time=>"13:30", :open=>14550.1, :high=>14563.95, :low=>14496.55, :close=>14519.0}}
{256265=>{:time=>"13:45", :open=>14517.7, :high=>14520.25, :low=>14475.3, :close=>14477.15}}
{256265=>{:time=>"14:0", :open=>14478.3, :high=>14507.4, :low=>14436.65, :close=>14499.3}}
{256265=>{:time=>"14:15", :open=>14500.0, :high=>14538.0, :low=>14484.45, :close=>14536.6}}
{256265=>{:time=>"14:30", :open=>14536.55, :high=>14545.05, :low=>14513.35, :close=>14523.0}}
{256265=>{:time=>"14:45", :open=>14522.65, :high=>14566.7, :low=>14517.15, :close=>14552.4}}
{256265=>{:time=>"15:0", :open=>14552.4, :high=>14579.65, :low=>14552.4, :close=>14575.8}}
