{260105=>{:time=>"9:15", :open=>32508.9, :high=>32538.95, :low=>32430.05, :close=>32469.2}}
{260105=>{:time=>"9:30", :open=>32472.85, :high=>32472.85, :low=>32298.85, :close=>32314.65}}
{260105=>{:time=>"9:45", :open=>32315.6, :high=>32327.05, :low=>32196.25, :close=>32315.15}}
{260105=>{:time=>"10:0", :open=>32316.55, :high=>32364.85, :low=>32248.9, :close=>32317.4}}
{260105=>{:time=>"10:15", :open=>32320.3, :high=>32344.7, :low=>32238.9, :close=>32253.8}}
{260105=>{:time=>"10:30", :open=>32254.3, :high=>32264.0, :low=>32157.85, :close=>32254.7}}
{260105=>{:time=>"10:45", :open=>32248.55, :high=>32294.65, :low=>32226.4, :close=>32247.3}}
{260105=>{:time=>"11:0", :open=>32247.15, :high=>32265.6, :low=>32175.95, :close=>32220.55}}
{260105=>{:time=>"11:15", :open=>32221.75, :high=>32240.3, :low=>32089.5, :close=>32105.6}}
{260105=>{:time=>"11:30", :open=>32106.5, :high=>32242.1, :low=>32098.6, :close=>32235.6}}
{260105=>{:time=>"11:45", :open=>32239.75, :high=>32264.5, :low=>32202.3, :close=>32243.1}}
{260105=>{:time=>"12:0", :open=>32242.2, :high=>32294.15, :low=>32199.8, :close=>32294.15}}
{260105=>{:time=>"12:15", :open=>32289.15, :high=>32359.45, :low=>32253.55, :close=>32344.15}}
{260105=>{:time=>"12:30", :open=>32339.85, :high=>32404.9, :low=>32321.1, :close=>32401.4}}
{260105=>{:time=>"12:45", :open=>32405.65, :high=>32421.2, :low=>32341.75, :close=>32358.45}}
{260105=>{:time=>"13:0", :open=>32356.45, :high=>32398.7, :low=>32294.1, :close=>32317.65}}
{260105=>{:time=>"13:15", :open=>32317.0, :high=>32339.35, :low=>32273.45, :close=>32324.2}}
{260105=>{:time=>"13:30", :open=>32322.05, :high=>32378.5, :low=>32282.75, :close=>32358.85}}
{260105=>{:time=>"13:45", :open=>32358.45, :high=>32363.0, :low=>32187.05, :close=>32250.7}}
{260105=>{:time=>"14:0", :open=>32254.55, :high=>32254.8, :low=>32120.5, :close=>32153.2}}
{260105=>{:time=>"14:15", :open=>32157.35, :high=>32229.6, :low=>32046.8, :close=>32200.55}}
{260105=>{:time=>"14:30", :open=>32201.3, :high=>32267.2, :low=>32194.25, :close=>32227.7}}
{260105=>{:time=>"14:45", :open=>32233.1, :high=>32259.75, :low=>32202.9, :close=>32235.8}}
{260105=>{:time=>"15:0", :open=>32236.6, :high=>32264.8, :low=>32182.5, :close=>32238.0}}
