{256265=>{:time=>"9:15", :open=>14996.1, :high=>15014.5, :low=>14968.55, :close=>14978.4}}
{256265=>{:time=>"9:30", :open=>14978.15, :high=>15010.15, :low=>14947.2, :close=>14957.6}}
{256265=>{:time=>"9:45", :open=>14958.3, :high=>14994.9, :low=>14939.9, :close=>14986.35}}
{256265=>{:time=>"10:0", :open=>14986.05, :high=>14996.3, :low=>14965.9, :close=>14984.7}}
{256265=>{:time=>"10:15", :open=>14984.75, :high=>15019.65, :low=>14980.8, :close=>15019.65}}
{256265=>{:time=>"10:30", :open=>15019.4, :high=>15051.15, :low=>15019.4, :close=>15046.3}}
{256265=>{:time=>"10:45", :open=>15046.8, :high=>15047.45, :low=>15017.9, :close=>15021.1}}
{256265=>{:time=>"11:0", :open=>15019.35, :high=>15039.05, :low=>15019.35, :close=>15028.7}}
{256265=>{:time=>"11:15", :open=>15028.75, :high=>15029.35, :low=>14990.9, :close=>14990.9}}
{256265=>{:time=>"11:30", :open=>14990.6, :high=>14997.15, :low=>14963.55, :close=>14968.95}}
{256265=>{:time=>"11:45", :open=>14969.1, :high=>14994.35, :low=>14968.15, :close=>14978.75}}
{256265=>{:time=>"12:0", :open=>14978.7, :high=>15037.05, :low=>14973.85, :close=>14990.3}}
{256265=>{:time=>"12:15", :open=>14990.1, :high=>15007.5, :low=>14979.05, :close=>14981.25}}
{256265=>{:time=>"12:30", :open=>14981.0, :high=>14997.05, :low=>14974.1, :close=>14994.4}}
{256265=>{:time=>"12:45", :open=>14994.2, :high=>14994.4, :low=>14981.05, :close=>14986.45}}
{256265=>{:time=>"13:0", :open=>14986.0, :high=>15009.6, :low=>14929.15, :close=>14938.1}}
{256265=>{:time=>"13:15", :open=>14939.25, :high=>14948.8, :low=>14914.1, :close=>14917.85}}
{256265=>{:time=>"13:30", :open=>14917.1, :high=>14939.1, :low=>14893.55, :close=>14936.2}}
{256265=>{:time=>"13:45", :open=>14936.25, :high=>14949.15, :low=>14920.95, :close=>14935.05}}
{256265=>{:time=>"14:0", :open=>14934.8, :high=>14964.45, :low=>14904.5, :close=>14913.3}}
{256265=>{:time=>"14:15", :open=>14913.5, :high=>14933.3, :low=>14910.2, :close=>14929.65}}
{256265=>{:time=>"14:30", :open=>14930.95, :high=>14957.0, :low=>14927.45, :close=>14933.3}}
{256265=>{:time=>"14:45", :open=>14933.55, :high=>14949.8, :low=>14930.05, :close=>14945.3}}
{256265=>{:time=>"15:0", :open=>14945.95, :high=>14964.35, :low=>14890.7, :close=>14899.05}}
