{256265=>{:time=>"9:15", :open=>14710.5, :high=>14757.5, :low=>14698.95, :close=>14757.35}}
{256265=>{:time=>"9:30", :open=>14757.5, :high=>14759.45, :low=>14732.95, :close=>14746.45}}
{256265=>{:time=>"9:45", :open=>14745.9, :high=>14764.0, :low=>14742.05, :close=>14743.75}}
{256265=>{:time=>"10:0", :open=>14743.35, :high=>14764.25, :low=>14743.35, :close=>14755.15}}
{256265=>{:time=>"10:15", :open=>14754.95, :high=>14762.1, :low=>14735.4, :close=>14739.6}}
{256265=>{:time=>"10:30", :open=>14739.55, :high=>14772.2, :low=>14736.35, :close=>14772.2}}
{256265=>{:time=>"10:45", :open=>14772.5, :high=>14779.2, :low=>14769.2, :close=>14775.45}}
{256265=>{:time=>"11:0", :open=>14774.25, :high=>14785.85, :low=>14771.4, :close=>14776.5}}
{256265=>{:time=>"11:15", :open=>14776.0, :high=>14787.15, :low=>14773.25, :close=>14774.05}}
{256265=>{:time=>"11:30", :open=>14774.85, :high=>14781.6, :low=>14770.0, :close=>14779.75}}
{256265=>{:time=>"11:45", :open=>14779.7, :high=>14791.55, :low=>14779.1, :close=>14788.9}}
{256265=>{:time=>"12:0", :open=>14789.25, :high=>14802.1, :low=>14779.3, :close=>14799.3}}
{256265=>{:time=>"12:15", :open=>14799.6, :high=>14826.15, :low=>14790.25, :close=>14823.75}}
{256265=>{:time=>"12:30", :open=>14824.2, :high=>14836.95, :low=>14815.4, :close=>14832.25}}
{256265=>{:time=>"12:45", :open=>14831.75, :high=>14852.45, :low=>14828.1, :close=>14849.45}}
{256265=>{:time=>"13:0", :open=>14849.55, :high=>14867.05, :low=>14837.75, :close=>14865.25}}
{256265=>{:time=>"13:15", :open=>14866.55, :high=>14872.05, :low=>14843.75, :close=>14856.75}}
{256265=>{:time=>"13:30", :open=>14855.25, :high=>14864.2, :low=>14849.05, :close=>14851.05}}
{256265=>{:time=>"13:45", :open=>14851.45, :high=>14876.9, :low=>14837.8, :close=>14876.3}}
{256265=>{:time=>"14:0", :open=>14875.65, :high=>14877.45, :low=>14860.3, :close=>14872.3}}
{256265=>{:time=>"14:15", :open=>14872.0, :high=>14889.45, :low=>14868.55, :close=>14877.55}}
{256265=>{:time=>"14:30", :open=>14879.8, :high=>14881.95, :low=>14866.1, :close=>14871.2}}
{256265=>{:time=>"14:45", :open=>14872.2, :high=>14878.7, :low=>14860.1, :close=>14869.65}}
{256265=>{:time=>"15:0", :open=>14869.75, :high=>14881.25, :low=>14861.5, :close=>14864.75}}
