{260105=>{:time=>"9:0", :open=>35544.25, :high=>35544.25, :low=>35544.25, :close=>35544.25}}
{260105=>{:time=>"9:15", :open=>35544.25, :high=>35544.25, :low=>35080.9, :close=>35081.35}}
{260105=>{:time=>"9:30", :open=>35082.5, :high=>35087.95, :low=>34810.2, :close=>34836.55}}
{260105=>{:time=>"9:45", :open=>34838.65, :high=>34983.75, :low=>34832.95, :close=>34930.2}}
{260105=>{:time=>"10:0", :open=>34936.55, :high=>34946.95, :low=>34719.6, :close=>34796.5}}
{260105=>{:time=>"10:15", :open=>34795.2, :high=>34899.9, :low=>34727.95, :close=>34834.7}}
{260105=>{:time=>"10:30", :open=>34830.8, :high=>34872.1, :low=>34778.95, :close=>34791.45}}
{260105=>{:time=>"10:45", :open=>34788.75, :high=>34812.45, :low=>34604.35, :close=>34605.6}}
{260105=>{:time=>"11:0", :open=>34605.4, :high=>34637.95, :low=>34519.2, :close=>34559.75}}
{260105=>{:time=>"11:15", :open=>34561.4, :high=>34562.45, :low=>34448.6, :close=>34541.55}}
{260105=>{:time=>"11:30", :open=>34542.5, :high=>34584.15, :low=>34514.85, :close=>34566.55}}
{260105=>{:time=>"11:45", :open=>34565.25, :high=>34604.7, :low=>34473.95, :close=>34604.7}}
{260105=>{:time=>"12:0", :open=>34604.05, :high=>34685.2, :low=>34571.25, :close=>34577.15}}
{260105=>{:time=>"12:15", :open=>34579.8, :high=>34579.8, :low=>34503.3, :close=>34572.95}}
{260105=>{:time=>"12:30", :open=>34571.65, :high=>34573.45, :low=>34448.75, :close=>34492.35}}
{260105=>{:time=>"12:45", :open=>34489.7, :high=>34576.25, :low=>34469.65, :close=>34498.7}}
{260105=>{:time=>"13:0", :open=>34497.75, :high=>34529.5, :low=>34431.4, :close=>34503.35}}
{260105=>{:time=>"13:15", :open=>34504.0, :high=>34596.85, :low=>34472.7, :close=>34536.4}}
{260105=>{:time=>"13:30", :open=>34533.35, :high=>34680.85, :low=>34489.9, :close=>34669.75}}
{260105=>{:time=>"13:45", :open=>34672.85, :high=>34744.8, :low=>34620.75, :close=>34657.65}}
{260105=>{:time=>"14:0", :open=>34659.2, :high=>34689.35, :low=>34559.85, :close=>34666.2}}
{260105=>{:time=>"14:15", :open=>34664.7, :high=>34795.5, :low=>34645.4, :close=>34750.35}}
{260105=>{:time=>"14:30", :open=>34745.9, :high=>34935.2, :low=>34693.85, :close=>34908.4}}
{260105=>{:time=>"14:45", :open=>34907.65, :high=>35069.7, :low=>34842.85, :close=>35031.9}}
{260105=>{:time=>"15:0", :open=>35032.4, :high=>35219.35, :low=>35032.1, :close=>35167.4}}
