{256265=>{:time=>"9:15", :open=>14371.65, :high=>14418.85, :low=>14368.85, :close=>14404.0}}
{256265=>{:time=>"9:30", :open=>14403.5, :high=>14413.5, :low=>14362.8, :close=>14368.4}}
{256265=>{:time=>"9:45", :open=>14367.3, :high=>14390.35, :low=>14351.05, :close=>14379.6}}
{256265=>{:time=>"10:0", :open=>14379.7, :high=>14420.85, :low=>14378.65, :close=>14413.45}}
{256265=>{:time=>"10:15", :open=>14412.5, :high=>14438.4, :low=>14402.85, :close=>14436.1}}
{256265=>{:time=>"10:30", :open=>14437.55, :high=>14443.35, :low=>14429.9, :close=>14441.3}}
{256265=>{:time=>"10:45", :open=>14441.75, :high=>14455.25, :low=>14440.4, :close=>14450.85}}
{256265=>{:time=>"11:0", :open=>14450.45, :high=>14453.6, :low=>14431.25, :close=>14433.2}}
{256265=>{:time=>"11:15", :open=>14433.0, :high=>14449.15, :low=>14425.85, :close=>14442.25}}
{256265=>{:time=>"11:30", :open=>14441.75, :high=>14455.4, :low=>14436.6, :close=>14436.6}}
{256265=>{:time=>"11:45", :open=>14437.15, :high=>14477.5, :low=>14432.05, :close=>14464.9}}
{256265=>{:time=>"12:0", :open=>14464.2, :high=>14473.55, :low=>14460.15, :close=>14468.85}}
{256265=>{:time=>"12:15", :open=>14469.2, :high=>14471.8, :low=>14458.9, :close=>14468.7}}
{256265=>{:time=>"12:30", :open=>14469.35, :high=>14477.3, :low=>14461.8, :close=>14467.95}}
{256265=>{:time=>"12:45", :open=>14467.05, :high=>14485.2, :low=>14456.75, :close=>14482.15}}
{256265=>{:time=>"13:0", :open=>14481.45, :high=>14491.95, :low=>14474.5, :close=>14481.15}}
{256265=>{:time=>"13:15", :open=>14481.65, :high=>14495.6, :low=>14476.15, :close=>14485.0}}
{256265=>{:time=>"13:30", :open=>14483.5, :high=>14503.5, :low=>14471.75, :close=>14497.5}}
{256265=>{:time=>"13:45", :open=>14496.95, :high=>14512.3, :low=>14496.85, :close=>14496.85}}
{256265=>{:time=>"14:0", :open=>14497.4, :high=>14503.65, :low=>14483.6, :close=>14495.75}}
{256265=>{:time=>"14:15", :open=>14495.95, :high=>14505.65, :low=>14493.25, :close=>14499.7}}
{256265=>{:time=>"14:30", :open=>14499.55, :high=>14537.45, :low=>14494.2, :close=>14535.7}}
{256265=>{:time=>"14:45", :open=>14536.75, :high=>14545.55, :low=>14529.05, :close=>14539.35}}
{256265=>{:time=>"15:0", :open=>14539.15, :high=>14539.15, :low=>14516.9, :close=>14526.75}}
