{256265=>{:time=>"9:15", :open=>14644.65, :high=>14644.65, :low=>14453.2, :close=>14454.75}}
{256265=>{:time=>"9:30", :open=>14455.65, :high=>14492.05, :low=>14384.55, :close=>14487.95}}
{256265=>{:time=>"9:45", :open=>14489.3, :high=>14511.15, :low=>14464.45, :close=>14503.85}}
{256265=>{:time=>"10:0", :open=>14503.3, :high=>14506.55, :low=>14454.75, :close=>14454.75}}
{256265=>{:time=>"10:15", :open=>14454.05, :high=>14454.05, :low=>14424.6, :close=>14436.65}}
{256265=>{:time=>"10:30", :open=>14437.1, :high=>14441.15, :low=>14385.8, :close=>14412.55}}
{256265=>{:time=>"10:45", :open=>14413.3, :high=>14467.85, :low=>14413.3, :close=>14467.85}}
{256265=>{:time=>"11:0", :open=>14469.45, :high=>14470.3, :low=>14422.6, :close=>14426.6}}
{256265=>{:time=>"11:15", :open=>14427.05, :high=>14435.05, :low=>14397.75, :close=>14398.0}}
{256265=>{:time=>"11:30", :open=>14397.75, :high=>14407.65, :low=>14357.25, :close=>14373.05}}
{256265=>{:time=>"11:45", :open=>14372.95, :high=>14387.5, :low=>14338.4, :close=>14343.6}}
{256265=>{:time=>"12:0", :open=>14343.65, :high=>14343.65, :low=>14283.95, :close=>14322.05}}
{256265=>{:time=>"12:15", :open=>14322.25, :high=>14347.85, :low=>14301.6, :close=>14341.95}}
{256265=>{:time=>"12:30", :open=>14342.45, :high=>14361.7, :low=>14310.5, :close=>14357.0}}
{256265=>{:time=>"12:45", :open=>14357.5, :high=>14366.1, :low=>14313.0, :close=>14316.65}}
{256265=>{:time=>"13:0", :open=>14317.35, :high=>14346.0, :low=>14308.55, :close=>14319.65}}
{256265=>{:time=>"13:15", :open=>14320.25, :high=>14331.2, :low=>14284.15, :close=>14322.3}}
{256265=>{:time=>"13:30", :open=>14322.7, :high=>14339.8, :low=>14308.5, :close=>14311.9}}
{256265=>{:time=>"13:45", :open=>14311.85, :high=>14322.9, :low=>14302.4, :close=>14316.05}}
{256265=>{:time=>"14:0", :open=>14316.15, :high=>14342.15, :low=>14310.95, :close=>14317.55}}
{256265=>{:time=>"14:15", :open=>14317.7, :high=>14344.9, :low=>14316.95, :close=>14337.7}}
{256265=>{:time=>"14:30", :open=>14337.85, :high=>14342.25, :low=>14271.4, :close=>14286.15}}
{256265=>{:time=>"14:45", :open=>14286.35, :high=>14299.2, :low=>14249.25, :close=>14260.15}}
{256265=>{:time=>"15:0", :open=>14259.95, :high=>14308.9, :low=>14259.95, :close=>14301.6}}
