{256265=>{:time=>"9:15", :open=>15073.25, :high=>15121.65, :low=>15067.35, :close=>15115.9}}
{256265=>{:time=>"9:30", :open=>15116.85, :high=>15150.35, :low=>15100.0, :close=>15137.2}}
{256265=>{:time=>"9:45", :open=>15137.35, :high=>15167.3, :low=>15137.0, :close=>15155.65}}
{256265=>{:time=>"10:0", :open=>15156.5, :high=>15159.65, :low=>15141.65, :close=>15148.9}}
{256265=>{:time=>"10:15", :open=>15147.5, :high=>15162.7, :low=>15134.3, :close=>15149.4}}
{256265=>{:time=>"10:30", :open=>15149.2, :high=>15158.7, :low=>15134.55, :close=>15157.65}}
{256265=>{:time=>"10:45", :open=>15157.8, :high=>15162.1, :low=>15150.05, :close=>15159.25}}
{256265=>{:time=>"11:0", :open=>15158.95, :high=>15159.05, :low=>15126.45, :close=>15126.85}}
{256265=>{:time=>"11:15", :open=>15126.8, :high=>15142.1, :low=>15118.8, :close=>15129.3}}
{256265=>{:time=>"11:30", :open=>15129.95, :high=>15140.0, :low=>15123.4, :close=>15140.0}}
{256265=>{:time=>"11:45", :open=>15140.4, :high=>15150.55, :low=>15115.15, :close=>15115.85}}
{256265=>{:time=>"12:0", :open=>15115.65, :high=>15127.25, :low=>15108.0, :close=>15127.25}}
{256265=>{:time=>"12:15", :open=>15128.25, :high=>15151.25, :low=>15122.85, :close=>15150.35}}
{256265=>{:time=>"12:30", :open=>15149.65, :high=>15161.25, :low=>15137.35, :close=>15143.05}}
{256265=>{:time=>"12:45", :open=>15142.8, :high=>15149.25, :low=>15110.8, :close=>15120.75}}
{256265=>{:time=>"13:0", :open=>15120.7, :high=>15135.8, :low=>15109.3, :close=>15135.8}}
{256265=>{:time=>"13:15", :open=>15134.75, :high=>15136.6, :low=>15109.95, :close=>15126.2}}
{256265=>{:time=>"13:30", :open=>15125.05, :high=>15128.35, :low=>15113.65, :close=>15119.4}}
{256265=>{:time=>"13:45", :open=>15118.8, :high=>15147.25, :low=>15114.1, :close=>15145.0}}
{256265=>{:time=>"14:0", :open=>15145.5, :high=>15152.7, :low=>15127.5, :close=>15148.9}}
{256265=>{:time=>"14:15", :open=>15148.55, :high=>15177.25, :low=>15140.05, :close=>15162.55}}
{256265=>{:time=>"14:30", :open=>15161.65, :high=>15176.4, :low=>15147.8, :close=>15167.95}}
{256265=>{:time=>"14:45", :open=>15168.0, :high=>15170.6, :low=>15149.05, :close=>15149.85}}
{256265=>{:time=>"15:0", :open=>15147.5, :high=>15176.6, :low=>15145.95, :close=>15173.55}}
