{256265=>{:time=>"10:0", :open=>14323.65, :high=>14351.6, :low=>14315.75, :close=>14340.5}}
{256265=>{:time=>"10:15", :open=>14340.1, :high=>14341.0, :low=>14291.75, :close=>14300.9}}
{256265=>{:time=>"10:30", :open=>14300.1, :high=>14308.1, :low=>14264.3, :close=>14308.1}}
{256265=>{:time=>"10:45", :open=>14307.45, :high=>14317.25, :low=>14278.95, :close=>14287.2}}
{256265=>{:time=>"11:0", :open=>14286.0, :high=>14335.65, :low=>14274.5, :close=>14329.75}}
{256265=>{:time=>"11:15", :open=>14328.75, :high=>14346.55, :low=>14299.45, :close=>14302.0}}
{256265=>{:time=>"11:30", :open=>14301.35, :high=>14314.95, :low=>14280.3, :close=>14284.05}}
{256265=>{:time=>"11:45", :open=>14283.5, :high=>14300.7, :low=>14269.2, :close=>14269.65}}
{256265=>{:time=>"12:0", :open=>14270.95, :high=>14303.85, :low=>14266.3, :close=>14298.1}}
{256265=>{:time=>"12:15", :open=>14297.8, :high=>14320.1, :low=>14295.95, :close=>14307.65}}
{256265=>{:time=>"12:30", :open=>14307.8, :high=>14318.25, :low=>14285.4, :close=>14311.15}}
{256265=>{:time=>"12:45", :open=>14310.8, :high=>14323.0, :low=>14300.4, :close=>14316.4}}
{256265=>{:time=>"13:0", :open=>14316.65, :high=>14316.85, :low=>14295.65, :close=>14314.35}}
{256265=>{:time=>"13:15", :open=>14315.5, :high=>14320.25, :low=>14303.7, :close=>14304.25}}
{256265=>{:time=>"13:30", :open=>14303.0, :high=>14353.1, :low=>14271.55, :close=>14341.85}}
{256265=>{:time=>"13:45", :open=>14342.45, :high=>14365.35, :low=>14335.6, :close=>14364.6}}
{256265=>{:time=>"14:0", :open=>14365.35, :high=>14403.25, :low=>14355.45, :close=>14402.05}}
{256265=>{:time=>"14:15", :open=>14400.9, :high=>14403.7, :low=>14349.35, :close=>14353.0}}
{256265=>{:time=>"14:30", :open=>14353.25, :high=>14363.1, :low=>14319.75, :close=>14340.3}}
{256265=>{:time=>"14:45", :open=>14341.05, :high=>14345.3, :low=>14294.05, :close=>14314.85}}
{256265=>{:time=>"15:0", :open=>14314.3, :high=>14335.85, :low=>14286.05, :close=>14287.8}}
