{260105=>{:time=>"9:15", :open=>33590.4, :high=>33696.05, :low=>33399.85, :close=>33416.75}}
{260105=>{:time=>"9:30", :open=>33417.95, :high=>33565.2, :low=>33362.85, :close=>33494.15}}
{260105=>{:time=>"9:45", :open=>33491.2, :high=>33768.55, :low=>33440.4, :close=>33741.5}}
{260105=>{:time=>"10:0", :open=>33748.25, :high=>33864.65, :low=>33657.2, :close=>33791.9}}
{260105=>{:time=>"10:15", :open=>33795.7, :high=>33900.8, :low=>33636.7, :close=>33821.75}}
{260105=>{:time=>"10:30", :open=>33821.95, :high=>33877.15, :low=>33757.9, :close=>33769.2}}
{260105=>{:time=>"10:45", :open=>33768.25, :high=>33902.45, :low=>33705.55, :close=>33890.7}}
{260105=>{:time=>"11:0", :open=>33889.55, :high=>34122.0, :low=>33889.55, :close=>34036.65}}
{260105=>{:time=>"11:15", :open=>34031.9, :high=>34062.75, :low=>33754.95, :close=>33844.7}}
{260105=>{:time=>"11:30", :open=>33840.3, :high=>33896.35, :low=>33638.6, :close=>33653.3}}
{260105=>{:time=>"11:45", :open=>33657.4, :high=>33755.9, :low=>33619.75, :close=>33701.15}}
{260105=>{:time=>"12:0", :open=>33714.9, :high=>33722.45, :low=>33503.95, :close=>33544.65}}
{260105=>{:time=>"12:15", :open=>33545.7, :high=>33692.7, :low=>33479.3, :close=>33651.7}}
{260105=>{:time=>"12:30", :open=>33653.4, :high=>33767.4, :low=>33589.55, :close=>33592.8}}
{260105=>{:time=>"12:45", :open=>33591.7, :high=>33716.75, :low=>33563.8, :close=>33597.85}}
{260105=>{:time=>"13:0", :open=>33595.55, :high=>33707.5, :low=>33562.3, :close=>33694.65}}
{260105=>{:time=>"13:15", :open=>33691.5, :high=>33855.3, :low=>33652.95, :close=>33771.7}}
{260105=>{:time=>"13:30", :open=>33762.15, :high=>33912.3, :low=>33637.35, :close=>33781.05}}
{260105=>{:time=>"13:45", :open=>33779.5, :high=>33977.75, :low=>33767.7, :close=>33966.65}}
{260105=>{:time=>"14:0", :open=>33961.55, :high=>34030.3, :low=>33878.2, :close=>33920.7}}
{260105=>{:time=>"14:15", :open=>33925.5, :high=>33995.2, :low=>33767.55, :close=>33964.5}}
{260105=>{:time=>"14:30", :open=>33960.05, :high=>34197.8, :low=>33957.8, :close=>34138.75}}
{260105=>{:time=>"14:45", :open=>34140.85, :high=>34238.6, :low=>34073.05, :close=>34233.6}}
{260105=>{:time=>"15:0", :open=>34237.1, :high=>34351.5, :low=>34108.3, :close=>34174.05}}
