{256265=>{:time=>"9:15", :open=>14493.8, :high=>14553.45, :low=>14489.15, :close=>14519.65}}
{256265=>{:time=>"9:30", :open=>14520.05, :high=>14550.4, :low=>14514.0, :close=>14550.4}}
{256265=>{:time=>"9:45", :open=>14550.05, :high=>14577.15, :low=>14543.5, :close=>14567.3}}
{256265=>{:time=>"10:0", :open=>14567.1, :high=>14583.1, :low=>14558.35, :close=>14566.85}}
{256265=>{:time=>"10:15", :open=>14566.55, :high=>14569.9, :low=>14545.8, :close=>14563.1}}
{256265=>{:time=>"10:30", :open=>14563.2, :high=>14568.35, :low=>14554.4, :close=>14566.35}}
{256265=>{:time=>"10:45", :open=>14567.1, :high=>14580.85, :low=>14561.6, :close=>14580.55}}
{256265=>{:time=>"11:0", :open=>14580.45, :high=>14593.25, :low=>14571.2, :close=>14586.95}}
{256265=>{:time=>"11:15", :open=>14587.4, :high=>14589.8, :low=>14571.35, :close=>14579.1}}
{256265=>{:time=>"11:30", :open=>14579.35, :high=>14593.75, :low=>14575.7, :close=>14590.65}}
{256265=>{:time=>"11:45", :open=>14590.0, :high=>14614.1, :low=>14587.9, :close=>14613.7}}
{256265=>{:time=>"12:0", :open=>14612.6, :high=>14626.15, :low=>14607.3, :close=>14625.4}}
{256265=>{:time=>"12:15", :open=>14624.85, :high=>14630.2, :low=>14605.2, :close=>14609.8}}
{256265=>{:time=>"12:30", :open=>14610.0, :high=>14615.35, :low=>14598.0, :close=>14609.55}}
{256265=>{:time=>"12:45", :open=>14608.75, :high=>14617.6, :low=>14590.25, :close=>14594.2}}
{256265=>{:time=>"13:0", :open=>14594.2, :high=>14611.45, :low=>14592.8, :close=>14599.55}}
{256265=>{:time=>"13:15", :open=>14598.55, :high=>14608.9, :low=>14589.1, :close=>14592.6}}
{256265=>{:time=>"13:30", :open=>14592.3, :high=>14599.85, :low=>14588.35, :close=>14596.15}}
{256265=>{:time=>"13:45", :open=>14595.95, :high=>14627.85, :low=>14595.95, :close=>14623.35}}
{256265=>{:time=>"14:0", :open=>14622.9, :high=>14640.4, :low=>14620.3, :close=>14632.3}}
{256265=>{:time=>"14:15", :open=>14632.55, :high=>14645.0, :low=>14624.65, :close=>14645.0}}
{256265=>{:time=>"14:30", :open=>14644.55, :high=>14659.0, :low=>14640.15, :close=>14651.05}}
{256265=>{:time=>"14:45", :open=>14651.5, :high=>14653.65, :low=>14634.4, :close=>14635.35}}
{256265=>{:time=>"15:0", :open=>14635.75, :high=>14655.65, :low=>14633.25, :close=>14653.35}}
