{260105=>{:time=>"9:15", :open=>33894.7, :high=>33965.5, :low=>33838.5, :close=>33870.3}}
{260105=>{:time=>"9:30", :open=>33873.05, :high=>33943.7, :low=>33849.5, :close=>33900.2}}
{260105=>{:time=>"9:45", :open=>33898.85, :high=>33908.0, :low=>33779.6, :close=>33803.45}}
{260105=>{:time=>"10:0", :open=>33805.1, :high=>33805.1, :low=>33667.55, :close=>33699.1}}
{260105=>{:time=>"10:15", :open=>33693.5, :high=>33696.3, :low=>33583.95, :close=>33631.2}}
{260105=>{:time=>"10:30", :open=>33630.3, :high=>33680.2, :low=>33606.1, :close=>33654.15}}
{260105=>{:time=>"10:45", :open=>33653.6, :high=>33655.05, :low=>33464.9, :close=>33520.85}}
{260105=>{:time=>"11:0", :open=>33518.9, :high=>33541.6, :low=>33427.6, :close=>33496.95}}
{260105=>{:time=>"11:15", :open=>33497.9, :high=>33528.45, :low=>33404.3, :close=>33419.45}}
{260105=>{:time=>"11:30", :open=>33420.6, :high=>33499.75, :low=>33380.6, :close=>33499.75}}
{260105=>{:time=>"11:45", :open=>33497.2, :high=>33600.5, :low=>33467.65, :close=>33586.25}}
{260105=>{:time=>"12:0", :open=>33593.85, :high=>33629.2, :low=>33501.95, :close=>33569.55}}
{260105=>{:time=>"12:15", :open=>33568.25, :high=>33606.9, :low=>33555.1, :close=>33575.1}}
{260105=>{:time=>"12:30", :open=>33575.55, :high=>33686.2, :low=>33529.25, :close=>33616.7}}
{260105=>{:time=>"12:45", :open=>33614.8, :high=>33619.15, :low=>33501.4, :close=>33511.4}}
{260105=>{:time=>"13:0", :open=>33512.65, :high=>33534.45, :low=>33465.0, :close=>33485.0}}
{260105=>{:time=>"13:15", :open=>33487.25, :high=>33641.85, :low=>33427.8, :close=>33562.7}}
{260105=>{:time=>"13:30", :open=>33563.75, :high=>33569.2, :low=>33467.8, :close=>33534.0}}
{260105=>{:time=>"13:45", :open=>33535.35, :high=>33581.25, :low=>33490.3, :close=>33550.55}}
{260105=>{:time=>"14:0", :open=>33550.75, :high=>33636.85, :low=>33520.9, :close=>33558.15}}
{260105=>{:time=>"14:15", :open=>33557.05, :high=>33568.65, :low=>33496.15, :close=>33532.05}}
{260105=>{:time=>"14:30", :open=>33536.7, :high=>33671.05, :low=>33529.9, :close=>33558.5}}
{260105=>{:time=>"14:45", :open=>33558.1, :high=>33583.7, :low=>33267.25, :close=>33356.35}}
{260105=>{:time=>"15:0", :open=>33355.95, :high=>33362.5, :low=>33205.1, :close=>33302.75}}
