{260105=>{:time=>"9:15", :open=>33420.75, :high=>33439.2, :low=>32873.95, :close=>32923.3}}
{260105=>{:time=>"9:30", :open=>32917.65, :high=>33044.05, :low=>32914.45, :close=>33010.1}}
{260105=>{:time=>"9:45", :open=>33012.55, :high=>33020.4, :low=>32916.7, :close=>32944.9}}
{260105=>{:time=>"10:0", :open=>32947.65, :high=>33044.35, :low=>32946.45, :close=>32977.55}}
{260105=>{:time=>"10:15", :open=>32977.45, :high=>32981.95, :low=>32855.25, :close=>32899.45}}
{260105=>{:time=>"10:30", :open=>32898.2, :high=>32936.25, :low=>32858.7, :close=>32882.85}}
{260105=>{:time=>"10:45", :open=>32887.75, :high=>32933.35, :low=>32839.85, :close=>32876.6}}
{260105=>{:time=>"11:0", :open=>32875.7, :high=>32887.1, :low=>32754.85, :close=>32768.3}}
{260105=>{:time=>"11:15", :open=>32768.55, :high=>32820.25, :low=>32739.3, :close=>32808.7}}
{260105=>{:time=>"11:30", :open=>32806.4, :high=>32861.75, :low=>32786.65, :close=>32820.35}}
{260105=>{:time=>"11:45", :open=>32820.75, :high=>32820.75, :low=>32684.3, :close=>32688.65}}
{260105=>{:time=>"12:0", :open=>32685.8, :high=>32685.8, :low=>32420.55, :close=>32556.05}}
{260105=>{:time=>"12:15", :open=>32550.05, :high=>32658.45, :low=>32536.75, :close=>32622.35}}
{260105=>{:time=>"12:30", :open=>32624.1, :high=>32628.85, :low=>32560.7, :close=>32623.1}}
{260105=>{:time=>"12:45", :open=>32623.85, :high=>32662.75, :low=>32552.55, :close=>32617.75}}
{260105=>{:time=>"13:0", :open=>32617.65, :high=>32617.65, :low=>32479.55, :close=>32562.2}}
{260105=>{:time=>"13:15", :open=>32557.4, :high=>32860.45, :low=>32547.55, :close=>32840.2}}
{260105=>{:time=>"13:30", :open=>32832.8, :high=>33209.65, :low=>32744.6, :close=>33155.45}}
{260105=>{:time=>"13:45", :open=>33149.15, :high=>33289.25, :low=>32992.85, :close=>33094.4}}
{260105=>{:time=>"14:0", :open=>33095.5, :high=>33309.4, :low=>33081.75, :close=>33158.25}}
{260105=>{:time=>"14:15", :open=>33156.35, :high=>33195.8, :low=>32960.3, :close=>33031.15}}
{260105=>{:time=>"14:30", :open=>33025.5, :high=>33349.9, :low=>33009.0, :close=>33348.4}}
{260105=>{:time=>"14:45", :open=>33350.15, :high=>33548.85, :low=>33286.0, :close=>33286.0}}
{260105=>{:time=>"15:0", :open=>33283.35, :high=>33284.1, :low=>32867.45, :close=>32954.5}}
