{260105=>{:time=>"9:0", :open=>36112.25, :high=>36112.25, :low=>36112.25, :close=>36112.25}}
{260105=>{:time=>"9:15", :open=>36112.25, :high=>36173.8, :low=>36066.65, :close=>36081.55}}
{260105=>{:time=>"9:30", :open=>36078.5, :high=>36082.15, :low=>35995.25, :close=>36031.15}}
{260105=>{:time=>"9:45", :open=>36031.55, :high=>36101.35, :low=>35965.75, :close=>36002.45}}
{260105=>{:time=>"10:0", :open=>36009.0, :high=>36076.05, :low=>35985.5, :close=>36074.75}}
{260105=>{:time=>"10:15", :open=>36076.2, :high=>36091.9, :low=>36009.35, :close=>36017.55}}
{260105=>{:time=>"10:30", :open=>36016.15, :high=>36024.3, :low=>35889.65, :close=>35913.1}}
{260105=>{:time=>"10:45", :open=>35912.5, :high=>35990.05, :low=>35894.2, :close=>35911.6}}
{260105=>{:time=>"11:0", :open=>35911.8, :high=>35956.9, :low=>35871.3, :close=>35918.15}}
{260105=>{:time=>"11:15", :open=>35917.1, :high=>35975.4, :low=>35892.4, :close=>35964.5}}
{260105=>{:time=>"11:30", :open=>35960.15, :high=>35997.85, :low=>35913.1, :close=>35930.15}}
{260105=>{:time=>"11:45", :open=>35928.65, :high=>35949.3, :low=>35903.1, :close=>35932.55}}
{260105=>{:time=>"12:0", :open=>35932.75, :high=>35960.6, :low=>35775.2, :close=>35842.9}}
{260105=>{:time=>"12:15", :open=>35840.8, :high=>35861.7, :low=>35765.85, :close=>35839.75}}
{260105=>{:time=>"12:30", :open=>35842.4, :high=>35899.75, :low=>35817.35, :close=>35888.05}}
{260105=>{:time=>"12:45", :open=>35887.85, :high=>35915.95, :low=>35831.8, :close=>35901.35}}
{260105=>{:time=>"13:0", :open=>35904.3, :high=>35980.25, :low=>35886.55, :close=>35978.3}}
{260105=>{:time=>"13:15", :open=>35979.25, :high=>36041.55, :low=>35945.2, :close=>35972.85}}
{260105=>{:time=>"13:30", :open=>35969.4, :high=>35985.45, :low=>35865.0, :close=>35952.45}}
{260105=>{:time=>"13:45", :open=>35956.6, :high=>35984.45, :low=>35903.0, :close=>35903.0}}
{260105=>{:time=>"14:0", :open=>35901.65, :high=>36002.2, :low=>35898.5, :close=>35986.75}}
{260105=>{:time=>"14:15", :open=>35987.45, :high=>36027.9, :low=>35944.55, :close=>36007.5}}
{260105=>{:time=>"14:30", :open=>36008.05, :high=>36009.3, :low=>35941.0, :close=>35973.45}}
{260105=>{:time=>"14:45", :open=>35973.75, :high=>35980.35, :low=>35838.35, :close=>35893.1}}
{260105=>{:time=>"15:0", :open=>35898.55, :high=>35953.6, :low=>35897.2, :close=>35927.6}}
